ID,name,quantity,dateFrom,dateTo,scrapped,isMaterial,note,Branch
6016,tYKgXCWlnV7ftH6,285,"Sunday, February 27, 2005","Thursday, March 5, 2015",FALSE,FALSE,,3783
6017,hLdqNbsa32CrhFU,169,"Monday, December 19, 2005","Wednesday, February 27, 2008",FALSE,FALSE,,9973
6018,uoGVj6KHU0124a3,73,"Monday, September 11, 2000","Wednesday, March 17, 2010",FALSE,FALSE,,1619
6019,rxLqHbDHlcxmEU5,262,"Tuesday, August 19, 2003","Friday, June 5, 2015",FALSE,FALSE,,854
6020,9P4czdyKa1J8aNY,244,"Tuesday, September 7, 2004","Wednesday, September 17, 2014",FALSE,FALSE,,7968
6021,pElcOnODkHMIpv9,298,"Friday, November 8, 2002","Tuesday, November 14, 2017",FALSE,FALSE,,5261
6022,5ulBd9tlbJYMrLN,272,"Saturday, September 17, 2005","Saturday, March 28, 2015",FALSE,FALSE,,8163
6023,LVDfIgEvyS3nBGI,143,"Sunday, May 18, 2003","Wednesday, August 24, 2016",FALSE,FALSE,,4426
6024,7S4o80Mm5SnpGSm,100,"Thursday, November 7, 2002","Sunday, June 27, 2010",FALSE,FALSE,,2060
6025,I15XTb2ymKOKGzc,207,"Sunday, March 19, 2000","Thursday, November 10, 2016",FALSE,FALSE,,5125
6026,Vzk4lEi6608RPl1,229,"Wednesday, April 13, 2005","Sunday, March 15, 2009",FALSE,FALSE,,1896
6027,Qx6d4r65I8lS4BG,203,"Thursday, July 12, 2001","Tuesday, January 10, 2012",FALSE,FALSE,,6483
6028,77wlFAvJQURmcBI,12,"Wednesday, May 1, 2002","Tuesday, October 30, 2012",FALSE,FALSE,,9277
6029,6KF7OfS9u7uJUC8,252,"Tuesday, January 16, 2001","Monday, November 12, 2007",FALSE,FALSE,,9217
6030,Co1rPAfu2I0pLCz,292,"Tuesday, December 16, 2003","Wednesday, September 27, 2017",FALSE,FALSE,,6676
6031,USvNoLBPgL1bSf6,75,"Tuesday, August 27, 2002","Monday, March 23, 2009",FALSE,FALSE,,5306
6032,aDEbiAkMR5rthO7,248,"Thursday, August 29, 2002","Monday, August 26, 2013",FALSE,FALSE,,5765
6033,ckKhPXs4WOH6x7K,82,"Saturday, August 4, 2001","Friday, May 17, 2013",FALSE,FALSE,,2007
6034,uRu3TF06TFaZpCi,298,"Monday, February 21, 2005","Monday, October 9, 2017",FALSE,FALSE,,5989
6035,STn3mkXOOeF7BDI,80,"Tuesday, March 21, 2000","Tuesday, June 20, 2017",FALSE,FALSE,,4790
6036,qrNFZJjELAvNCqf,13,"Friday, April 6, 2001","Saturday, July 14, 2007",FALSE,FALSE,,6321
6037,2Gz50tVlo62KJyV,157,"Friday, July 29, 2005","Tuesday, August 28, 2007",FALSE,FALSE,,5019
6038,pIajN2kWfhCtJVQ,127,"Sunday, November 23, 2003","Monday, September 25, 2017",FALSE,FALSE,,1932
6039,H8Edh4ScMKk4CbD,87,"Friday, December 24, 2004","Friday, July 29, 2016",FALSE,FALSE,,5098
6040,ZjDtzngNnF3g27m,219,"Sunday, October 28, 2001","Tuesday, April 9, 2013",FALSE,FALSE,,3781
6041,EYU4JXeSgHVPsWg,20,"Thursday, May 13, 2004","Monday, June 13, 2016",FALSE,FALSE,,4611
6042,fyTFbzmXYvPMTds,120,"Friday, June 15, 2001","Friday, January 11, 2013",FALSE,FALSE,,8985
6043,yLkgjJtqUniLNFR,216,"Sunday, May 29, 2005","Saturday, August 19, 2017",FALSE,FALSE,,7553
6044,ijzWF7PpdnoC0zl,156,"Saturday, March 29, 2003","Saturday, October 31, 2009",FALSE,FALSE,,9912
6045,mO7WuZP5uAk3TPq,94,"Monday, March 31, 2003","Sunday, May 10, 2015",FALSE,FALSE,,3107
6046,WZFehiSQxdtRStN,121,"Sunday, October 22, 2000","Wednesday, August 6, 2014",FALSE,FALSE,,4926
6047,rQy52kt7lXAKbMb,84,"Wednesday, December 31, 2003","Saturday, July 14, 2007",FALSE,FALSE,,927
6048,j4p8JKq6o0SeU42,296,"Sunday, February 17, 2002","Friday, January 8, 2010",FALSE,FALSE,,6738
6049,8p6LyfPksTqE8cN,95,"Saturday, July 21, 2001","Thursday, August 18, 2016",FALSE,FALSE,,6659
6050,rfpB94AROKeuu0V,15,"Thursday, August 18, 2005","Monday, February 19, 2018",FALSE,FALSE,,2402
6051,A3hO7pECNG9kisY,199,"Thursday, December 2, 2004","Sunday, January 26, 2014",FALSE,FALSE,,8098
6052,2q9rDVPhH8BdDRe,128,"Tuesday, May 11, 2004","Monday, September 17, 2012",FALSE,FALSE,,874
6053,Hm7YTg7gHE9EVKu,224,"Thursday, June 15, 2000","Thursday, July 9, 2009",FALSE,FALSE,,1584
6054,27MqngxxK6tRIxc,19,"Thursday, November 17, 2005","Sunday, June 12, 2011",FALSE,FALSE,,8921
6055,Z4JzVYKLGbivzdi,58,"Thursday, November 8, 2001","Tuesday, September 25, 2012",FALSE,FALSE,,2951
6056,PxPR6glMFOln7zh,172,"Monday, October 23, 2000","Sunday, October 17, 2010",FALSE,FALSE,,9331
6057,EKH8IfR1fGk43J5,286,"Tuesday, July 1, 2003","Friday, November 1, 2013",FALSE,FALSE,,8455
6058,W1RYBHVl71VeO7s,98,"Friday, October 29, 2004","Tuesday, February 10, 2015",FALSE,FALSE,,5117
6059,uWMrvvyagwoAce8,76,"Thursday, January 24, 2002","Friday, October 12, 2012",FALSE,FALSE,,1969
6060,w0mtwJ70cQvI3MG,158,"Monday, July 3, 2000","Thursday, December 23, 2010",FALSE,FALSE,,4512
6061,VQl1dajpF94Lrum,206,"Thursday, March 8, 2001","Saturday, August 2, 2008",FALSE,FALSE,,9425
6062,ZlmdSc21Bb3W990,60,"Saturday, January 4, 2003","Sunday, March 13, 2011",FALSE,FALSE,,8483
6063,JTuik5faxDz6Lwg,11,"Thursday, February 14, 2002","Sunday, February 6, 2011",FALSE,FALSE,,6492
6064,nlh9sDnEGJJHTbf,114,"Saturday, October 8, 2005","Wednesday, April 7, 2010",FALSE,FALSE,,5274
6065,ApoyC8SXh6T8bF9,56,"Monday, May 30, 2005","Thursday, March 8, 2018",FALSE,FALSE,,6490
6066,Y9FWuWj1zrY9PDL,259,"Saturday, August 14, 2004","Thursday, February 16, 2012",FALSE,FALSE,,8025
6067,XMZTOAb0do8NAxk,225,"Friday, November 3, 2000","Sunday, July 5, 2009",FALSE,FALSE,,6154
6068,KOtm634JhWJKhkr,285,"Wednesday, January 17, 2001","Monday, January 19, 2015",FALSE,FALSE,,5244
6069,S2rUnuL7yEvsOhu,20,"Thursday, July 20, 2000","Wednesday, March 12, 2014",FALSE,FALSE,,515
6070,D0mN0bQyLnBMy4l,290,"Friday, May 18, 2001","Sunday, January 24, 2010",FALSE,FALSE,,4476
6071,kPhe0t1Bpk3ju8m,152,"Wednesday, August 3, 2005","Saturday, July 29, 2017",FALSE,FALSE,,1355
6072,X0fuZIl8EPLsTU4,50,"Saturday, March 24, 2001","Thursday, January 5, 2012",FALSE,FALSE,,7853
6073,U1V4RVqtBd2VRQb,87,"Saturday, October 4, 2003","Wednesday, September 21, 2016",FALSE,FALSE,,1456
6074,qGPGD5GlUEQQDw3,152,"Tuesday, January 31, 2006","Thursday, December 22, 2016",FALSE,FALSE,,85
6075,xwAcnuJVVkPbm7h,230,"Sunday, August 22, 2004","Tuesday, June 5, 2007",FALSE,FALSE,,644
6076,yS17uxNXqPIFIqU,36,"Tuesday, August 30, 2005","Thursday, December 27, 2007",FALSE,FALSE,,7516
6077,E6rqYQ4LhzcRYlx,9,"Friday, July 21, 2000","Friday, March 27, 2015",FALSE,FALSE,,3289
6078,G0qK1b8hrq0gqS9,69,"Saturday, August 6, 2005","Wednesday, March 1, 2017",FALSE,FALSE,,7768
6079,Abm4kcq0mSZNBqX,145,"Thursday, August 26, 2004","Sunday, April 7, 2013",FALSE,FALSE,,9379
6080,vAY8OjtSi0AWmGN,49,"Friday, April 9, 2004","Monday, April 23, 2007",FALSE,FALSE,,3884
6081,FzLaHnx4tzcR1Ys,203,"Saturday, September 3, 2005","Friday, September 19, 2008",FALSE,FALSE,,8461
6082,zTnHK2F4kJuh1bN,60,"Thursday, November 14, 2002","Wednesday, September 6, 2017",FALSE,FALSE,,286
6083,FaFGQ7PenSTJwj6,110,"Wednesday, June 12, 2002","Thursday, September 25, 2008",FALSE,FALSE,,1879
6084,qOT559oWNEc9yUL,151,"Friday, June 30, 2000","Thursday, September 13, 2007",FALSE,FALSE,,3027
6085,eiaTwCYe4kt6isS,200,"Wednesday, December 8, 2004","Thursday, August 11, 2011",FALSE,FALSE,,6978
6086,Ey2qIA48haaODbB,18,"Sunday, March 23, 2003","Thursday, December 19, 2013",FALSE,FALSE,,9455
6087,PHyzB5nW0rNfxwj,250,"Wednesday, November 30, 2005","Friday, June 8, 2012",FALSE,FALSE,,6357
6088,1pLm3kTCb33FJfe,239,"Tuesday, May 24, 2005","Wednesday, October 9, 2013",FALSE,FALSE,,3973
6089,lcN8xfAVYKPbt6G,275,"Wednesday, January 8, 2003","Thursday, March 17, 2016",FALSE,FALSE,,3791
6090,jhWp3JiBASHFDnY,264,"Thursday, July 22, 2004","Tuesday, June 7, 2011",FALSE,FALSE,,9308
6091,EWOd1x6Z4O7nqfB,210,"Sunday, September 29, 2002","Sunday, February 12, 2017",FALSE,FALSE,,9159
6092,BDLisaRtwywUhJf,57,"Monday, March 22, 2004","Thursday, January 14, 2010",FALSE,FALSE,,437
6093,5YloDootp0tu1My,203,"Tuesday, August 30, 2005","Saturday, September 3, 2011",FALSE,FALSE,,6713
6094,JRSEj8z1BwBpEtJ,38,"Friday, September 26, 2003","Thursday, June 7, 2012",FALSE,FALSE,,8551
6095,TJhFKCyc14XWoG1,271,"Monday, June 27, 2005","Saturday, March 17, 2007",FALSE,FALSE,,774
6096,wBQXWUUrUPzRw0u,63,"Wednesday, June 27, 2001","Tuesday, May 24, 2016",FALSE,FALSE,,9189
6097,i8gyud8A8XAiEfj,14,"Monday, February 2, 2004","Sunday, August 10, 2014",FALSE,FALSE,,3769
6098,wmVvV0RzfxVy2kv,256,"Wednesday, November 21, 2001","Wednesday, January 28, 2015",FALSE,FALSE,,3660
6099,Hl3ZPb91P71mOnh,216,"Wednesday, July 14, 2004","Monday, January 11, 2010",FALSE,FALSE,,4348
6100,USg44n3GBOOYaQW,105,"Thursday, October 13, 2005","Monday, January 4, 2010",FALSE,FALSE,,1406
6101,5jBBeV0wN4Jd7VT,290,"Friday, March 28, 2003","Saturday, February 26, 2011",FALSE,FALSE,,7715
6102,SIIM6RHk28E2Fg2,117,"Sunday, October 12, 2003","Wednesday, August 16, 2017",FALSE,FALSE,,2105
6103,szwmrmQqJMMskQn,10,"Saturday, June 25, 2005","Monday, April 21, 2008",FALSE,FALSE,,2283
6104,tG7HAU0zQObV8KW,242,"Thursday, April 12, 2001","Thursday, April 9, 2015",FALSE,FALSE,,2171
6105,825DzSJQs8gSjI1,109,"Thursday, June 30, 2005","Friday, June 26, 2015",FALSE,FALSE,,5554
6106,4eV0OsKP6Bc5vb5,87,"Tuesday, September 5, 2000","Thursday, March 21, 2013",FALSE,FALSE,,7741
6107,wr3geE74m5yyZdP,104,"Saturday, July 15, 2000","Sunday, June 10, 2012",FALSE,FALSE,,2087
6108,losK5Sq2gbARsc7,148,"Tuesday, March 21, 2000","Saturday, December 1, 2012",FALSE,FALSE,,2084
6109,b9qD2pzwn2ZOuqn,38,"Sunday, October 16, 2005","Monday, January 14, 2008",FALSE,FALSE,,7934
6110,a8WAZ61wpeSAyow,55,"Thursday, February 27, 2003","Friday, April 16, 2010",FALSE,FALSE,,741
6111,hwuraG0fIbqcwN6,164,"Monday, December 2, 2002","Sunday, July 27, 2008",FALSE,FALSE,,5921
6112,jQjnoKgeB2JHFPY,136,"Monday, March 3, 2003","Saturday, October 10, 2015",FALSE,FALSE,,7889
6113,xLPh1aifn0zQ2dQ,52,"Monday, January 23, 2006","Thursday, May 17, 2012",FALSE,FALSE,,3498
6114,maAJV0a6n19Q6Jb,178,"Tuesday, October 7, 2003","Saturday, June 27, 2009",FALSE,FALSE,,5314
6115,t7e0iaWboP9iWR9,123,"Friday, February 15, 2002","Saturday, January 13, 2018",FALSE,FALSE,,3023
6116,z5ZPr9NEOm25FFa,192,"Tuesday, February 22, 2005","Saturday, September 15, 2007",FALSE,FALSE,,3356
6117,1XkpArWlosf6L7P,232,"Wednesday, January 29, 2003","Friday, January 18, 2013",FALSE,FALSE,,241
6118,EusbJluAFzlmYN5,158,"Tuesday, February 5, 2002","Monday, August 24, 2015",FALSE,FALSE,,8173
6119,iGfSpmOZC66oJfH,224,"Tuesday, September 27, 2005","Thursday, January 1, 2009",FALSE,FALSE,,2516
6120,KywP5bZEvkfPraM,111,"Saturday, June 9, 2001","Wednesday, September 13, 2017",FALSE,FALSE,,534
6121,whM9gcLvseycJHf,163,"Tuesday, August 26, 2003","Monday, March 4, 2013",FALSE,FALSE,,5689
6122,6unvrA3hEJ3MEOH,97,"Tuesday, February 4, 2003","Tuesday, February 13, 2018",FALSE,FALSE,,6464
6123,SvAmqi1Qskrh9Ae,274,"Wednesday, September 14, 2005","Sunday, April 10, 2011",FALSE,FALSE,,4828
6124,ANuhW3h2VZP34Yk,12,"Wednesday, September 28, 2005","Sunday, August 21, 2016",FALSE,FALSE,,3364
6125,97PKFxkNUpUHtVr,51,"Tuesday, February 17, 2004","Sunday, May 27, 2007",FALSE,FALSE,,6940
6126,ZIhWfgOTEX5SrPm,195,"Wednesday, March 31, 2004","Thursday, April 5, 2018",FALSE,FALSE,,7389
6127,H0YLc8Q1lpoD0yJ,30,"Saturday, January 1, 2005","Sunday, August 27, 2017",FALSE,FALSE,,7011
6128,Va8HnNIlHXqzHlY,197,"Friday, October 18, 2002","Wednesday, April 30, 2014",FALSE,FALSE,,8533
6129,HgCKXKbakHiSt7c,156,"Saturday, December 7, 2002","Wednesday, May 12, 2010",FALSE,FALSE,,4488
6130,a0zAAfoZ7gqFatM,71,"Thursday, August 8, 2002","Sunday, July 10, 2011",FALSE,FALSE,,5755
6131,IFVG3addD6Umakl,271,"Thursday, July 7, 2005","Tuesday, May 15, 2012",FALSE,FALSE,,5335
6132,1Ijsutqri1ZTTDF,63,"Friday, November 14, 2003","Friday, August 15, 2014",FALSE,FALSE,,7879
6133,d5sUBGFH1CS4uSN,194,"Monday, August 15, 2005","Sunday, April 27, 2014",FALSE,FALSE,,239
6134,yoNVm2LqwRy7Xhv,96,"Tuesday, May 1, 2001","Tuesday, October 19, 2010",FALSE,FALSE,,3511
6135,sGOqV2MXvMc2vPJ,32,"Wednesday, July 4, 2001","Wednesday, May 6, 2015",FALSE,FALSE,,8185
6136,YIqhQ7inH4w6AaY,183,"Wednesday, August 27, 2003","Thursday, June 21, 2012",FALSE,FALSE,,2369
6137,E2ELhKvRy6uf0eP,271,"Thursday, August 23, 2001","Monday, January 26, 2009",FALSE,FALSE,,8080
6138,G5Aob86y0LEdbjt,9,"Friday, February 13, 2004","Saturday, May 3, 2008",FALSE,FALSE,,2532
6139,Mw1fh1UdYbPunX8,240,"Tuesday, May 18, 2004","Saturday, April 14, 2012",FALSE,FALSE,,2737
6140,eBF7qWx4POLFSSU,221,"Friday, March 31, 2000","Tuesday, June 29, 2010",FALSE,FALSE,,5222
6141,Ysy48ZtPKCzPfsE,137,"Friday, March 4, 2005","Thursday, October 15, 2015",FALSE,FALSE,,8206
6142,Zu5IDdMjGSo8ARz,136,"Sunday, March 13, 2005","Thursday, January 24, 2013",FALSE,FALSE,,425
6143,bnqsI9A0cioyGHi,188,"Monday, March 8, 2004","Tuesday, November 27, 2012",FALSE,FALSE,,1848
6144,2Qcd74Z1Hmzg17S,193,"Monday, December 18, 2000","Sunday, December 7, 2014",FALSE,FALSE,,9867
6145,yF4mhmhXXQtiXfn,75,"Friday, October 21, 2005","Saturday, June 14, 2008",FALSE,FALSE,,4021
6146,VQWHqJPulIzfOj9,87,"Tuesday, December 26, 2000","Sunday, March 30, 2008",FALSE,FALSE,,4650
6147,rtg8vBnv0MVLQqG,144,"Thursday, December 23, 2004","Sunday, February 14, 2016",FALSE,FALSE,,2075
6148,8TujrkORM9Ztw0G,61,"Friday, July 23, 2004","Tuesday, July 1, 2008",FALSE,FALSE,,5359
6149,R9oRLATBhxr2MJl,35,"Wednesday, August 3, 2005","Sunday, March 27, 2016",FALSE,FALSE,,4009
6150,ASB0UGfJeZlj9A8,28,"Friday, May 7, 2004","Monday, January 10, 2011",FALSE,FALSE,,1551
6151,MxG3UQDYqKrRLNq,60,"Thursday, July 15, 2004","Tuesday, September 10, 2013",FALSE,FALSE,,8139
6152,Dw21ReDPSHSZPJI,161,"Thursday, April 5, 2001","Wednesday, November 2, 2016",FALSE,FALSE,,7095
6153,kyfv9SuXSQeLgYq,192,"Sunday, May 21, 2000","Saturday, August 13, 2016",FALSE,FALSE,,7620
6154,WkMbxiufoqpieTy,164,"Wednesday, June 7, 2000","Tuesday, April 26, 2011",FALSE,FALSE,,128
6155,vm58aHP3Snrh5fs,221,"Sunday, April 4, 2004","Thursday, March 20, 2008",FALSE,FALSE,,253
6156,ugp6HsqCyB5yhOj,124,"Tuesday, February 3, 2004","Saturday, March 17, 2007",FALSE,FALSE,,9030
6157,pwMJiNDoHplk7K5,6,"Tuesday, February 25, 2003","Friday, March 30, 2018",FALSE,FALSE,,3790
6158,aW3J0mEfBc5d3Qy,260,"Wednesday, February 14, 2001","Saturday, February 4, 2017",FALSE,FALSE,,8367
6159,fA8W9gJEhH1JfRD,160,"Tuesday, September 5, 2000","Saturday, October 5, 2013",FALSE,FALSE,,4635
6160,vsEJwtWIDVmFIC6,235,"Wednesday, July 24, 2002","Wednesday, September 16, 2015",FALSE,FALSE,,3395
6161,uvSvi4KTaOxE4vX,150,"Monday, April 24, 2000","Sunday, June 24, 2012",FALSE,FALSE,,4475
6162,JOrsNHjisC7DWea,136,"Monday, November 15, 2004","Tuesday, August 18, 2015",FALSE,FALSE,,4058
6163,qLMEAx2giZpckMH,68,"Thursday, April 24, 2003","Sunday, July 1, 2012",FALSE,FALSE,,1567
6164,oOFnfpo5Qh5XesO,23,"Monday, May 19, 2003","Sunday, January 20, 2019",FALSE,FALSE,,9810
6165,LR0VACNqFVjx2Dt,8,"Friday, May 9, 2003","Tuesday, May 23, 2017",FALSE,FALSE,,9708
6166,402v9ctYtUXxkQe,211,"Monday, April 12, 2004","Friday, June 11, 2010",FALSE,FALSE,,1622
6167,c2zeDIyV9GMV5F2,254,"Tuesday, August 13, 2002","Sunday, November 29, 2009",FALSE,FALSE,,4033
6168,KnG0EQFgBhk33pL,170,"Tuesday, November 19, 2002","Friday, June 10, 2011",FALSE,FALSE,,6007
6169,1eB9fgyoA3esf50,33,"Tuesday, February 15, 2005","Sunday, July 29, 2018",FALSE,FALSE,,186
6170,wV32IZUlBNvEggB,230,"Saturday, September 1, 2001","Friday, June 9, 2017",FALSE,FALSE,,1724
6171,g0uM1WAcMsK4v2d,49,"Monday, October 23, 2000","Thursday, August 30, 2007",FALSE,FALSE,,8642
6172,rms16zqjqlijZK0,230,"Friday, October 17, 2003","Wednesday, May 17, 2017",FALSE,FALSE,,39
6173,ud7PJOdOpKtRkQ3,145,"Thursday, March 28, 2002","Thursday, March 20, 2014",FALSE,FALSE,,4714
6174,b8jpqNlaVLVtUhX,25,"Friday, April 5, 2002","Sunday, December 9, 2012",FALSE,FALSE,,1362
6175,fYuX5DLF6sQ4i86,42,"Monday, May 9, 2005","Saturday, March 19, 2016",FALSE,FALSE,,103
6176,O6Suza4oSLz1DZI,51,"Tuesday, January 6, 2004","Sunday, March 8, 2009",FALSE,FALSE,,1597
6177,mv9Wme00hrH2UHR,107,"Saturday, September 22, 2001","Tuesday, July 20, 2010",FALSE,FALSE,,9432
6178,GoswpbKOwMp4Spq,293,"Sunday, April 2, 2000","Saturday, September 4, 2010",FALSE,FALSE,,8077
6179,4g76qx5D8fzHE1P,281,"Thursday, December 25, 2003","Saturday, July 7, 2012",FALSE,FALSE,,223
6180,QSH4FyYLBv5NSFZ,223,"Wednesday, April 20, 2005","Saturday, May 27, 2017",FALSE,FALSE,,4464
6181,ouU5T760yafyI2r,132,"Saturday, November 12, 2005","Wednesday, December 9, 2015",FALSE,FALSE,,9905
6182,kmaPRUnnzbDEPry,297,"Thursday, April 25, 2002","Sunday, May 6, 2018",FALSE,FALSE,,5903
6183,34iJVTRyDtUflgG,262,"Saturday, March 24, 2001","Sunday, August 28, 2011",FALSE,FALSE,,7110
6184,X0xl61K7zXZEeeH,235,"Saturday, August 25, 2001","Tuesday, December 11, 2012",FALSE,FALSE,,4542
6185,uZBzCMjRz8cdMH1,50,"Thursday, June 19, 2003","Tuesday, October 25, 2016",FALSE,FALSE,,3350
6186,HfVy0m3OkLcJIxL,255,"Tuesday, December 14, 2004","Friday, October 15, 2010",FALSE,FALSE,,2289
6187,59y3NElr84qNc8W,173,"Wednesday, September 19, 2001","Sunday, May 13, 2007",FALSE,FALSE,,7690
6188,ABTpiFbOe4mEUWH,256,"Tuesday, November 12, 2002","Saturday, October 18, 2014",FALSE,FALSE,,4624
6189,CZIsSgB1DNCRCZz,77,"Monday, February 6, 2006","Friday, April 12, 2013",FALSE,FALSE,,6384
6190,jOFdMpVKkfpSfLY,178,"Tuesday, June 12, 2001","Tuesday, December 31, 2013",FALSE,FALSE,,1717
6191,nWmYjHKULtR6X1h,206,"Tuesday, November 21, 2000","Sunday, September 2, 2018",FALSE,FALSE,,9166
6192,SnGt8JdCOiTtvBY,154,"Monday, January 9, 2006","Monday, February 9, 2015",FALSE,FALSE,,7988
6193,b713RJj7PQdDkMj,241,"Tuesday, July 19, 2005","Saturday, September 22, 2018",FALSE,FALSE,,8564
6194,8KTiedOeUgLmI7Y,222,"Friday, October 15, 2004","Thursday, September 6, 2012",FALSE,FALSE,,7136
6195,vpGXaGhVQS9PZvx,74,"Friday, July 11, 2003","Wednesday, May 6, 2009",FALSE,FALSE,,5455
6196,LzqlKkCbPsxIH3a,198,"Tuesday, November 13, 2001","Sunday, December 23, 2012",FALSE,FALSE,,3532
6197,3HbeHAeL3PQ0tFr,285,"Monday, January 31, 2005","Sunday, June 22, 2008",FALSE,FALSE,,2465
6198,33ggAzFt6Rdk6Hs,92,"Thursday, December 1, 2005","Wednesday, November 30, 2016",FALSE,FALSE,,4581
6199,pMr6icvMvOG8p2a,53,"Wednesday, November 8, 2000","Monday, June 27, 2011",FALSE,FALSE,,3517
6200,JNrE4VHiEVmYxXy,211,"Wednesday, June 26, 2002","Thursday, March 31, 2011",FALSE,FALSE,,3363
6201,ru7tFwKXPZPDI12,297,"Wednesday, August 21, 2002","Monday, August 8, 2016",FALSE,FALSE,,4825
6202,8sJsW01dFNlJz8i,134,"Friday, April 7, 2000","Sunday, December 7, 2014",FALSE,FALSE,,2719
6203,5rxaMXU7NHEBp2i,115,"Tuesday, September 16, 2003","Monday, March 13, 2017",FALSE,FALSE,,9259
6204,vvba2sYIFaJEC2z,83,"Friday, May 11, 2001","Friday, April 27, 2012",FALSE,FALSE,,9023
6205,DNpuwVEyEbm3gUY,203,"Saturday, June 18, 2005","Monday, December 27, 2010",FALSE,FALSE,,3020
6206,n8ve5aFBPzfsXTF,23,"Thursday, September 6, 2001","Tuesday, October 25, 2011",FALSE,FALSE,,6149
6207,hwNA1fD2vJWSTIB,156,"Tuesday, May 24, 2005","Saturday, September 8, 2018",FALSE,FALSE,,8462
6208,Ejsjl8qTqXn2AXT,137,"Sunday, March 20, 2005","Tuesday, May 31, 2016",FALSE,FALSE,,1652
6209,fXvi0Dg1qx6USJL,202,"Tuesday, January 31, 2006","Sunday, November 23, 2014",FALSE,FALSE,,2
6210,H1GniItS2Fk5vzU,37,"Saturday, April 22, 2000","Friday, August 29, 2008",FALSE,FALSE,,2786
6211,wSFDDoejHtLZNHp,65,"Wednesday, June 7, 2000","Monday, April 4, 2016",FALSE,FALSE,,4453
6212,mhTzTjYHkwznOyb,31,"Friday, March 29, 2002","Sunday, September 6, 2015",FALSE,FALSE,,5826
6213,FGYXSifqxbGKuxJ,234,"Monday, November 26, 2001","Monday, February 17, 2014",FALSE,FALSE,,842
6214,ZjqPiyVZpOc9tSN,95,"Tuesday, November 22, 2005","Wednesday, June 6, 2018",FALSE,FALSE,,2637
6215,aK0EjRev328zaOm,225,"Friday, September 24, 2004","Tuesday, July 26, 2016",FALSE,FALSE,,9439
6216,mVOSiytu2IofUF7,289,"Sunday, July 15, 2001","Sunday, February 3, 2013",FALSE,FALSE,,9424
6217,KgQPk20ti75QdUD,72,"Tuesday, August 29, 2000","Friday, March 12, 2010",FALSE,FALSE,,4620
6218,ir42BGIerXSceRP,240,"Monday, October 25, 2004","Monday, September 7, 2015",FALSE,FALSE,,1570
6219,Z8GwUthogCK50g1,237,"Thursday, October 21, 2004","Monday, June 27, 2016",FALSE,FALSE,,3057
6220,dp0kByLi2mHCrXn,228,"Wednesday, December 29, 2004","Saturday, July 29, 2017",FALSE,FALSE,,9487
6221,58ikOzrPl1ErEeO,297,"Sunday, June 16, 2002","Sunday, March 27, 2016",FALSE,FALSE,,4694
6222,8lCvTiaiWFzm7nw,125,"Tuesday, November 30, 2004","Wednesday, December 26, 2007",FALSE,FALSE,,4145
6223,e6Tid1jPkQNpdST,191,"Saturday, January 6, 2001","Monday, August 22, 2011",FALSE,FALSE,,9175
6224,773u6OIBqzlHA3N,82,"Saturday, June 1, 2002","Saturday, February 27, 2016",FALSE,FALSE,,1657
6225,5CDlsEmLOf3qfnB,26,"Monday, January 12, 2004","Tuesday, June 4, 2013",FALSE,FALSE,,4379
6226,9B7ijoKqyAMEZ7u,294,"Sunday, October 2, 2005","Wednesday, April 23, 2014",FALSE,FALSE,,6550
6227,GgUeZxN1esCpmp1,221,"Tuesday, February 14, 2006","Tuesday, April 24, 2007",FALSE,FALSE,,651
6228,kWb2gHRlEcIzLZN,292,"Tuesday, June 5, 2001","Saturday, December 25, 2010",FALSE,FALSE,,4994
6229,lLGgd2qlvyaw97k,226,"Sunday, July 23, 2000","Friday, February 2, 2018",FALSE,FALSE,,240
6230,xSkAZRP5S56LFlk,136,"Monday, July 2, 2001","Saturday, June 13, 2009",FALSE,FALSE,,9816
6231,Pu4wpx4qppjFlVh,52,"Friday, April 29, 2005","Monday, January 20, 2014",FALSE,FALSE,,749
6232,qXrmpjU6DJgVJnI,11,"Thursday, February 20, 2003","Wednesday, August 3, 2011",FALSE,FALSE,,7256
6233,Uh69XQySe8ZND9F,72,"Thursday, December 28, 2000","Wednesday, February 1, 2017",FALSE,FALSE,,3078
6234,EiBk4ESoAVCY7q2,216,"Friday, June 9, 2000","Tuesday, January 31, 2017",FALSE,FALSE,,1219
6235,OF2CxmeCXSswsk4,34,"Monday, July 21, 2003","Friday, April 7, 2017",FALSE,FALSE,,3282
6236,wEYLxoIKyq8alNs,165,"Tuesday, April 30, 2002","Monday, May 14, 2018",FALSE,FALSE,,1487
6237,QXwx6DNjuAhF1ko,175,"Wednesday, November 5, 2003","Friday, June 12, 2015",FALSE,FALSE,,1795
6238,dkdIWcAokhRVX1m,227,"Friday, April 8, 2005","Saturday, August 25, 2012",FALSE,FALSE,,5993
6239,TZJx4Tg0RccubXi,162,"Monday, October 14, 2002","Sunday, December 6, 2009",FALSE,FALSE,,8648
6240,zFouC8kvhCC01pN,225,"Friday, March 14, 2003","Sunday, May 13, 2007",FALSE,FALSE,,8057
6241,BN7VWFX2nEO2GPd,260,"Saturday, January 28, 2006","Friday, June 19, 2015",FALSE,FALSE,,8553
6242,sHnGJalAGBunZL6,199,"Thursday, December 22, 2005","Thursday, August 31, 2017",FALSE,FALSE,,2145
