ID,issue_description,inventory_item,inventory_revision
4752,wLOtO9WOKOlG2aymUwxERX6Neoqi0MHgLgsKFYRxbMEpCEYmfiNXVR8YPAOjTyX7GF5Wroh6fAnESRLZQDCR8uK3hT5FJrdmyGi7JC51BR1Vo3G7zzTQvF9V4CyXtcwxgAQLsNQOHLQr3zOoN7PUXN1sHMDHNhIjeDynn4OljFIkzRcExJJvMbaTJhEgKIAjDrNzBlAS,7269,6493
4753,vSFQ30u8UEYWXCnedG0sbaFigIEnDLI1ChqHN2nNwLy6LqTKLgH4cAMVNhuvwG5I5gUzVfRkcm6QlJWzy3bgEOYBVV4qI2bpPqAoWeypPgczE6tDL463pZDrISeAlkcjLQA4IrdUEvRhvi7Yl0fN6i90mTgDAyEoE2ox5y5ebmy4Hg5jVFZuFOnnRKSyKZTQqnd24Jcw,9209,131
4754,vTtFsGY6s4ZUizPAgugGTCSiNeDCoLmmzFcT4LcLaNqY1WEnn4nsPyrtBK2ODWRgSwedX6GUSVqFV3r0aZZui4WBXtStTOIE6KGE2kPqxSZ4HlXHdByn7g7XadFooXBENmJLxm8zKs7Qec3wVKPRZeGZMsoYflCaQVrebMT0C8dOjr38jTSdHtosfu8E8jUiqg9JuYUJ,8548,4050
4755,ObB2zfzqzLTiThq89rOP2do4iDrtNK8JmseNrn5cOSuIPHNbcwZn5lgvwGTwxGdoNK6kCdRWvvBjtgpbzQQavUNBLtakTIoHzF5FKmZ9fD2Jj6CQb26hzC3265ZTCqCmG3uolkQM0R5rcEbOqKJbMHSxLCIPNF7yAPDqMYp0luqiGMa2dKm1gla9l7cibA9uUGqNAvCS,5101,3067
4756,zbatq9lQvCdFSZyDEO5GZkv5O9fM1sIUWNw8j1Rd6LP6ROyQY7qxWZ3OqefqdYYD4ItEnzeN7bJNVyo9LOy4BU76ThSFWkAhwLCJfunjcd04Qp220ffOkeBjLwuFhZ0XblbJweeblObieCqnpZO0Ev7RKc8s9hCDmcdoOsFVBEnWCcFIGGaHKATqoK9TgvbDMY6BjBZ6,3265,8952
4757,y9IkOrXzm2H43mJxAEtvyQmjJogDjEqdxQLThD5R6rIj6RfT1wBVNiEiWiajKTQiLnHma0P6IbyHIDn1JMMwCVQOMn69mVHnbjXTK33BhENwt7ZS5ia7Gdg0W2ax3QTwTLqjqUrQTLP7HdfONoDD5Jg7Dg6ScGHQvaciR0ml1Jo5Nis3XLjPMP1KosfJXZxND8MrB67X,290,4573
4758,MvfltfyC4Rg2DfiS3iUcNcVa2OVB2aOLNuDFpD9AVVegqL5rIsCYCiOtaFteJxKdCUoTbdn0jUH28ztqTn2JXzJofUpjUe0hKAdWglQoFMzsaWukVCKg4BFMLAyGyDgEdjs7VXKsXNDLAbNIjEORUUnI4QKfxJ0CqvO1oxO81bJq84MuwpgtyOtI6jCFMp5NWBfPMWew,8355,2610
4759,a2L6KADatHmGNbBF4FuJvMg5T6Z7iaLu3ix17AYCBw5xkQxDNGcZBqeOVPmNkG1T62MonKI4qsH8QtVDJWtc8wtNDjfsXLb44m0sDIZD7hsSif7m4iEOWZUKI9kEoZheRMDn2mAA6qeaDaoil3yyHMifRqjDhVYiAOBWcUtRiDSq54HrUCcvlsXEoiVMC6dlS6ZyZSGR,1575,5344
4760,QE42kXi1se3n6S07r39hOljqX8eSSC6LlEcTJw87nKN8so9H8ckMRmSoeNel2QjqhrB20hx54B3DXl8s9WU0bu39vxz6RXEWlhaAnHRaopRQsPR2Ovlg6sPxyCGCs0nh6gb0K8F1E3LvcmQgg6rgvia3SmLkAOsyCuULxarQptbChdVLwkgvJGvXGiiiwe0zKXtsSEsF,2363,4324
4761,0BHXWyR9yas6o586FP2JdK2l2Jtm3s2bhsPuQsMtQxqaHOtyuW8cNF7pIgfMEpGGhQZ5pNqWCI3qecdoa51gtZOcvkluN9plqj21yyIgqmZEMQLqC1wIxjXHC7JFm5ICdSA4jmzmxV0GAJQfZ4rWNgxGMuz0oD4udWl3QQHaBKVctQH2roqrOwz6e3syw87tbGnnhWOI,8032,2739
4762,UDKVX5n6JAXMfqhpZWhSnCMlBmneUVZh37bvvJgwL0z7WOk6G262lfnR0iTuSJmxlzSiOv3PzuHxNPPwCqXbYg6YUJ5NzwdCNBVg6CrU9qC0XzEkTgsmvKZE33OE0pZDRFjM3s0A8DbreFAeFU3TE1QDmRnCxmeTQ9jSP2qlqrnssrkx3t9fwG9ZygkmFyMViIaegsPN,6430,3018
4763,mWNiU4rzIEn9hKAJesSEg1fRKkQFRLev1ddmMQLp5PqHsikQeWOg5jwv05Yunlh7k1HEqX7NhmJQLXjl99k4770RqswQ2bBTrsh0agkHZA9SagkcWwuoAnAmB0X7lrVFkzic0tKdZdf68h1KIT4FrXSEs4zkJngso3sk7HmnmROhIDnd8MzRxQYNgeu53jTw6wSEzQNB,6876,2743
4764,dZIu6oRVm7xO5YfeEdWqtC7clVvior8ylgw8EvhFoi7W8s13jUMuo9hbcqJl3sr489nYlhaS5QCLEle3d19TfOJl8VfYl6M50DX9EdRB44zX7WW0LQHBsXZtzBaPCBq8EGUBNfyAk8ZlZwom9oMVyKMcooJDCB92N0S0CVnqcHbu8xUCXyQXzVJ341WjVv7i9gXidyjn,190,5129
4765,2rtce0TGpOulD2rZ5K8EVrK2vcawjiOnWTccKcXgPOFsxXde1E2Zo6KLh0qCZhhHAHPtaPOdxcyGlbFY855eqz8ZJR5TvVGsq8spHtElzYlMIDjFvSDdmDbLJ0kJU5scVFansZQP1TpRNvQFrzicRmGnghgQJ5R4qI1Dn6XVCymSYK7YkebeWQKs9wGL3AG5BulE4Ncu,4515,2178
4766,ad9xPWjIqodwhZ8IE0zMbCsrRnj2dWCrCJ0rsLhtlvTbbPNLGvJm4PvYvSglxroTmwtYjRZ2TGlqsQPCaXwsNZwxXb5ao554GAzpfylzWQTyoFpfDeLa46FMA6BIV9NXKqjsbkglw6W7G7ISwaWKtf9K4moixddWC5o7f7Dd7kn7jIGDysW5mDoorYyy58xTd94KSKwy,3600,8888
4767,NJ1BkvgkuEHit9R9QGJPh9wUekN5un6hit0ewpyCSUNtL4P53T4ppGVNXhhAhl0GIj9AJwMkSG7NvCIjVSBbtR1cYmHPIxeqeGkl5PwGGTWjJIcUY7pPjZX1shlgp6celQsocgoFg4UZ4SSPJw1KIPHEst3XnPaK1173Zx21SjsoF86ZPVW3FRWWIo5snRcQeKiCVY0W,9051,9937
4768,1jgc9uweIR2hEjfluv1KOBHcK5a4D0fA9GZwzqoL5IJKX6F8gunEetv0cESEU2aRw2i8JsvEHqOF26EOzbXTMagPUjUuYk1Ds1YfXHzy8j7xfp8fADO2fGFVVTnkYBqgzLXBii0rmjVncstolyuUV8hlwCJEeOZ72b7TS77bNhP5vb2nj89jQWL1nvOgYvMXJYuBuaWn,8596,3070
4769,HxsmzUJgfgP0qgPGpgsbDbU2wXq12ImVs7PXIB64W1QqITrOvouz5aPpd0zcnSoW44HtR27okyELKotdqcFNYwZSrj3SMdQEN4wNL773qGOHVEfzGVwLMa8HezBr8pbHhA8Q2fSsfLgRiS6nEEL0rF1w6otW5P4BoHjVGP7kDEpA3qjM2Yn3dlZcIMTNw6wQQfmbtlhz,1255,5961
4770,wnZ12PFgdhmBiCrGN35tyHRZtYDHdQ1xv2zwCQTEIPcOnP7kumYn4YwoVAHdM7DMpyPpN4E6k1lipDvebdX12O3XFKbCJz1KLPjzARWzhbDCxN8SOnCsjMUb41jCcCwu9aXad6dKGiTaL0k2MJxgxJl94H4IrUWfpSDX0iySJ2lB33QDRr0TOQ60yXfWBVcwLyv2xNBn,3361,5019
4771,W4hkGB1109dCQYVNicDcRxZzzEIYQEqN8t3CSORefKedSIhWgjoij2NieruB2ckwTQEgfT4ULj6HT6grhv1qZHnGfUhkdQlCjrJCEA1MpUX95GPiLDdGk3XMm8BKwT0584hlxemg4pBEtnKYE9ZZwebpU7ZG9qaVdcBBjouqb7M52Sc8xmFx4bIdc1Q0FghNPqkRmIza,2295,7215
4772,8zRgxBeaSXlmbCThjrX4l5Z9qMrKWpwojLdTL6EPVpNKmmOi8EjIDTHDZSzlTTDnk6DPj9VmmIj6rPWD7JMRGolPEZ43Gd5Blkjqj898s6f5uKVJ6wnKHvh5UxLJEcgJMhUHqqe8KOjJJpf3Ev6U0u4zDnVvxz3QaVsMzOcPRoA2MXwoSSFTfLTbnfECUsLUUStx6SD0,3060,6979
4773,CLuBmp1qdeukuOCRjUKa4idph3n8rAOPAyJHrl2YKoPqkuifupssp2wesEetB28dQfk5E4k8cvPQTwFxUIOCRfjHCpZmHIWSpwaEJma0FtQ4nfK59qY3o6Lu6d3Ze71TZ7lgWAossY6hPpegeemaudnslqIqtAVH27ep4oj8CqLQAnfQ8X5AUai6U25q178rCypRKylz,9271,6455
4774,YERWs7L1rVEUxbYiVCs2HErdNL7NGKvFEqCeo7J7f9PmmsBO3lciHCgTXyIh98vhk8PGY44Y3vXHyE0fKtTfrM8CKsH0ym7hOsCnc5z8rEpWpZfS7nWQoPzXAN5pxDjRx02FBNCO3VxnhmWuNy3LPr383pnP9JLneYizhZQukHXScMzX0Lc8KYBG73MWjxPtKKJJDhNy,5476,1460
4775,kHUkgrzPYxrMcFWc1nM4Kw2nIRCqUS8naBy4wXXfgTYbC7rDwlqkmn8xPqbOoI5GzDvaRbqePqY0YakLj94smXBxDApF6I1XYSm8MQwU4LU5PHZyGPppOMdbC8XQwkiHzAcFyl9SMjxbDFi5l18qdMILzK6O3giUnMGOpU9eQWcpYCY7Zbo5m2om2QPopuZpAdx09TQR,8602,4808
4776,ZHtcxxw9yb2nruidWYEVzf6wp4Oh7GLXDIch2Zdc2q68xWwDSf71Mfo3K7x2iOBsQejjSBk75mdJj88SILPcJULheiW5lk3noOrTxMuR595jCeUM8fuX9ji5TBFtooVVszeVQpe5a7hJYlf9OK7G0gnFpv9vHBmQok1NA95SAy6BBZhsgFeerPeLLZpeptxZVRfxtS9P,2393,6498
4777,FBkmDQOROCgIiYFpBlTbmQBhqu4t8OGPPDJdljVZQYev2MsGrEQY5xByAC5TVeTA6R3eOmEbP4KOwPpdBxC37rTbCVcinBDvEeykTO1F9yIBmwCuXbRicZDO7bc3JgyO0YJRbEJx564IjSyPSsKLufTpbkm2v85dA4KNnuTTRemff4ppmNkbVmdVFe00bRB7BbHoIkmh,3995,8677
4778,3Q2yKg47PiXdIYayII4c1AcodDxBhClCCdsNcRUT6eCdjhTsNTcdn6A3yOUGt3ZN6UaoqNV1xkgW88F5uExOkHZGdyZO6OjDEzgOGoCA7kpCZn5zIYVpFLnz5UL2xH4jAcRJb0yFCwQ9bXqz2jGi2473LrTwdJN0qGB6VwYRjQnT5nXhnV9NBWrGfY7thCm2jZSVVteG,1885,8156
4779,8mRo8iUvJHK9zUZ4b6zothnutfVBL313BMXEz1aZZw2esjk86bShQhEb8g4cMTjPQQ7m7UFjgaP7oICK5WEulUmeH6FS77MFNmObm7BlVsA0RHw0ethzOyo5ocfBOxmiOJtB3ki7VcZ2TwMAJPyNaW1Z8TxJcAXhFblIXu63LjevYwm1Qf199ZI2SUDkxZfVF2w1KEmY,3124,9125
4780,B01FAMq536IXiqSt0DrVFwDIpg9uqL2cpEXSAMU142giMrTGibOjr7yPwsZeM6OrEpsdTAtnszbNQf68M3LP7TvrQIfRwzo8nyeg90wirk01gl8RwbRTu8uu4ANLeb12KdjbAZ8VGnhWd3LoJOeUiVOpEum9nlDQs7qDBhRXd5MGaXRAyiCQ7gUzP4XPw9sekRnfMHml,9580,1139
4781,1mIHOqdlKEjwSLm1yHJBldNsfJtvyq6aT0psrHqrwKzo5x8b2VTec6fXZamF6rxdIJdcg4JqbcOaoiwrKS2cXb7WURTRfkuFXWgwUf58MmDAsFt0n44oyVFqLHIOk2L0rICSCAXoW4QuX7oOidnlqGQBQzkMXqYTbMTjCaxmgQR4FVTOc4qHOkKk1BCNaKRpf6TLnFLH,6745,220
4782,FZyW64gVudARE0CsrBYkMV9mYIBHkXsibNfuwfEHrEaxpO2cI5XJtFztaM7y3YvWuc01VR5M6Q3H4L7KQj8pAizVYvTkiQOSTDDMYAH19LNcMrzPPwhUZFWLnedk8VoqCky1HuwPbHpzVWJq5DVvs43Nq1j3hg3oggZl28IeAS2Rah0QVwo4A37IqlKQL2s5OBSy6hy7,9318,8508
4783,uaClxJBSiv28nniR5Ry1TIk7DYPBTx7q8JIhFFxAO2T6CPXoQpmgJDhlzFiZ4A9vxLAefAMzdxnayn4xAluoLbh4mgrAgYGO3iI1O3JPdwCVaGxMKuYSPUjWoF28TLTFqYhQeDiGbfLZYLeftfzv9x9i8wMJBK6Rc7pBigrHMS1tJK8dlWOxViF3Z9Rs0ZFRj36agc6M,8158,7146
4784,jr6PYyytho5I642vliP8RwMjKQOh6JZB8n8X6Kld4G2aVa7Bhu0X7zbwfWFHkQwYO4KS6fzb7wEK4wOtTMAMSBEIML2jFd2nTeLbQoFB5ZaLvQ2sIVyXQkGM0BGunPWd3a0ZkwcoG8R2l2X5TJbtoeXtX8lPhVYpD6SUacIV3KQRTNl7nLbeynzYDHBlLMGvjlzokDe0,98,943
4785,zeNFZKXnmV441ZH3RTahJqDfrrX6XjrkdsxUK7r1Nhku1puZhqwLZd5JasYswaQCoTaImwtTljTlFSoC78ZrxfLAwn4bj9ExRiFhPlxu7cjzJTDIEVvyAiOJHaW82RumegUhMGxVKpuV5V0ckwXNNQwtT6ZyPz2pr7Vn9g57ianVy2Nwj3YG3hYOtkNQq8GVwEo8ANcD,8492,4146
4786,oxma4asnPVbwwJiH3ZSpRkTSjtOPwWbUPd3llTpwhCtu4ASeZ2TDvLIDdU1LMc124GgSQ7fktfHO1jXibt03DXiEVzHRbekEL0zxe9OcXsUQD3L46Stdm8zhic6azOIO5DDBtkEbfXfUCSAboNUJvHbNBSPBDxmIkGUA0KKWOR7PceeQbewl39cylz9aVCYruXu67Ald,468,9732
4787,5dJMuhy8kiBAPkngYAKtBL3QeFthSa3Sj5E9oZFcmWczptHJTamkTT7tk2spxRqJptbTgo285rHosDlu7jN2yS8Q8UYvrapUqTK6RynpinplLSBhR7rNDxUWuLVLPGRfCw8Z2pcJ6iUKnXEpT1etscR28yLFdbZbWJjYUmomeiRfdJsXHp2YmhwkfGaEdWpeI2ydyqVq,2107,8634
4788,PJLvYyFy8xjBzyX82NLkJI2wXlVOibULLuSmZurl8pY25GC9GzxHensHRYYwd1PhcX0FgujIgkletA1QjVHtnMqiCLVAW5IHZ0ZhP6dWPpl4BOXRgHNHtg3PqSDUYiwkceE3kUAm2vd8lwgxyEeOsAX26J073I8q3AcgJdqMGkP8D5o4vPgTEh2cGM6adDttxwFkU9oU,3875,2837
4789,HHuZyBf6LomolVH9a6gQtD1gLQ0DkwlL5xZvrrX54g1EHIKtdUjrxHiEQNOhLbWZDaty5WRsjlVMLwZCGGkPM3YxPVfeczucKcBrZWxGC1IMwV2dyLbE1GNJB5jk1xPt02CtusnuSdNVvLB3cBpRYplDO2pewMPOlYV3TJsGirwY32Xz3qIzI8VKR8f2CI7FN8tX0IjT,3004,5670
4790,sr3MJWezkGEaGmDKmUn0DZtrL5IA9uGzhiQoREyIXNi1Ax1HUpgPpcfS7MBOOdz0AO3hWY3hgfc011qXDBqUO0KED7qFCj43Xs1v4Tu5v8tJ9oaFfnLNxelJEyeYsye6licJA4dtQvjPHAFYgkjZYrG3GsrFzWM7ewibMRFlJb6B5VBEtF1HOFh4bjCRNY33ilvVcnMP,5002,9676
4791,P7uE7vrmWufFsYPn9nOxYvhDdTjqmF3lmQ0kKXlRkkBJYd2XFyoiBrjdZrloLA9Q03cciodlC6MxuXoAaMkybVk5qWKcw6FjkuTfAayaUCfEewtBCkN9aLzfThvLdBzF0nM9EJ9AXJeYzfa4nJZLtGJZ5xMdpn6TNaO1jt63lMlQrbqxG0hUloVudxER6gUuMLLYRjV3,2110,5193
4792,kge2reGYWyFmrjEdXwpo7E21EgPRggfoHEDyPlFjKiJgpkdmTxMjNijfonyLOz2zTbfmfPOvqFeY4VMdCn7sU6ajfiKmx3VVpUNNF0GEja2HDKkSaUIk1JfWB5H6Fl7wuItkI8YMh3J3ESfV81Lduvefy0MJtK87cFX4a9Kc56D7AmSsav8OZeB8oNwSvPdW4La84k48,6972,7321
4793,hyrgfMhds8Lui8EYQNN1qqdqCzLUy009hq6NQIrkuRgfLKnc3fUrvzC0UBdqANp2HMN1B0HHfmHYK8f2LtaSfINrnF2PoBjhmnX87vaCXMLIsnqWgleRwWW88fN582deDjwgkg5aSX4T7E89ZgtCgSuPQYAbhfEfsrFI1Jv9qE8YbDB3hOgcJa7uygQMge2xTZlQ9zIP,7508,7387
4794,WcUWxNXG3T9lWStUUU3jcMMKFCcv4rFQrZEfactCyakixrDSgofxVLQKPJQvvmLMOs36ON31l1uCmnWX8JOPLR4gI3PRL7RMOXUFxGESvoMeaOhlw3wmX6B6xXyU7mpnkiyPTRj2E5ehFaG4WofSLoySWXRaSuUJ8j41ZSReT4ibcd1XQ37THXc5tf36AJjTlViggOeD,3600,120
4795,9QGW02f3JYwBClG8H4ZVdJUO0G5V1CZ47GXLyXpAaH9KgjS7ZhGknAgz62gt6KCH92E5N4JuOY5WKJrRx76T6yQ6jiP606EQE2LofXteXVVPFKpwKP58OtKKlHWppN3SUoSR8DvaOb5kdB1Z2dwlAFCVsACXAEzKbC4a2YxGdeuwxjrkQ7wMaSRPm6j7BXZKmuJaGahe,6652,6716
4796,IgUPhITbHDRmtJvpx5y0FGEkJCaQe0ZRhvJv4XZbojQW29A9pammpzkCbuFerC7Rn9F899vagXLfzsrKCalDNxmrKHUJR4tmm8s33CAppMFRnEMsD5cQa3EzXXx1plJloj21AxQ9a6YAsUEF5lFVbcLt42ffOIAEDenEMVsQpd0eeDHDTr6DfxKLXI6HRuuR5U7Nq93k,8873,8372
4797,q8lrO0ucMhM6iQTbrDYk85siiKG3WUyVKpHLjp4FXziNF9vr3PR0MS1uQCJEu0G1s0v2II1BJSNJXedjYZAHC8J2yW5gg0VgtqeON2ivXPq3EsXvjkpV08yur3EwMUfT7raq9PVf0OtwRQxF8J76K9pu2ugUyvjDuX5XSrwTOJemPBdbF9xCWjI7BqyPtBrEopC3UaxR,3723,6543
4798,rBfDe0QFOy8gqLO7Vm2hkMbZ7j9jGpMgps1Hc8L78nx2GI91oXEKYzEfjGF41q9jmc18THfXa5i7ZjSzkI5tkBHznWiW2RGSnNQoQAhh1rudRHFAxQUtvQ8lUBU7jJeJyQTMSnijkX12QoigQhim7XgXOoUPpj7sNloBx3rJruIXYGUqcyrBk2Mat57oTS4BaJpp9hsX,8438,4036
4799,4MPI8ITow125HVZOR26D0Y0G7Papq5FULL79Lk7yUogCJeBUQvP0bxifWJLtro71whu6XZCr4HsL2x7cOGZ5pO3YmcnCZOHqroQluF70si5TEXmiLselOCLhoVT4wARqACeOhVsJIiMGSjTPzE0qtfbocs6YvCErQPTC2YA0AVcqzFOFBDFrKl7ekzvzYTXGdfzDPRWb,647,9956
4800,qXDuyXd0Ws7XhpRzbCnLbq8VNUPK0uqnnK5jazBXVh6pJG8KwZzUy2i9ZrheITAmBTtWusYlBQz3tSMGWEYa5Wzum5JtSgOChUozWmaEBNShCoPGeaIE4kroe8tyipTeBxWZoXttoUZrDRs8pCO1YKH7n9VY2lgV4yfOR0cHrYZkK9kMQuJfabF1qZvpCV1DyDwPvdqz,5902,1246
4801,KAugwnYIHHcA5csni2EwEVgWwGMUaxEU4SRFHJmHR3NtlxIUhI4yuxDydXupaDsUDIGmKmgZQ6fLHxv982xS2QjGPcmtY6rNL3qcrgJ5lehxR1rqmuriQacxi9WsAwATPS9OHSScs1qXswzXv5HnOI7va24sJb4zeOh92ciTcPzYtEFvJ86EoWFHVOxOYkSR713ePzfT,3717,8040
4802,L9TiBWxIiKezKHIaonoU527hb2KlgUcnr1LFxwNbbPCHxHqwVyL2oC2SCvHJMMmNs0IT5Cm2ZN2q0zuTLYPrJk8o82DCoEOOnyZ69X0SMTcbJLcMBy7y64EH2dUC9kNV8oCBaxUxh7fzIhewa1A0GaSttREfDxTlFGcfJawNdKQ8YO9U8hmIjXPiVTRItyuuo3uBF9nA,718,7921
4803,W6KTUfSthgLLCs14JzIoepagUee8P93lDwBTYC9wz9ROid1BKKzy2ZSqfn8zAUehmjHPrigHzVyfYM71mcxEJFtndUxuDJwfetl8VmUlor8glxSTqHMhgaXh0dvXvvDqjTAok8fAIMZcGNCqBdE66O8EVEI10703oS6RxntrmMZUA5bnbFVRrHtVU6Tg0nJLVgyxQu3X,7416,3645
4804,UuzoDZnfavljLgjl71UN18CN8eHnWqM8hVx8gp232VMYkwVROpxBCgfVslpjRAIujnB0tlER8aUfvonMI0Zr2K5BzbP4ASl2Mcy7veinkgCmL9kE8dabka1YrAARVKQqybTSzqboRvHWHTz01L6h1KRvlaPueRSaPWxuqRPRBwKzTfRYLKZJNtyoKhrZaqJAdqGvgFJj,9466,6562
4805,fF9ccGI1jT1IMghIjJkz1UmKVnYg2GAzMjNtorFkQjGzIUejNXfA9GxKczGzrm9dTB6nSyd1E9jROxBBIyTekA0FvDRylQ3nkngHY0RY3n59hg6pyFq2Te2SL02PhpQyG5rkQ3nRh4k7F0iPGlAfjAUFuO6h8C1OWH2lyVY5cYVZ35NURmI5ouOGll0C7FSeCWl787au,2128,837
4806,DKp5MzBmPW45jl2wANfW7WG0WhUPVUMXsjrDbpZABVz6kHw9FL6NP0HqEyjofvQ5KgN94yVUyeVmhJQOuUKKY8I1cA9mGufPE4wD4wFQ0lZufeJ4iU4KlGgLYVh3zsOD9FhmXMU7P3TwjYW70EEvzVn8XkpiOLaHWVuZ7hgV965swul99kDvocOocjOxhwsDcLZOn6AS,5397,7234
4807,v3Z5Ln9pioIpd3HG7XTtyNN1PlUWWDjuN5rUOhXkx1NE5xrfHg9m9x4ipipkTnSfEXbiMw2a9s669J5c3yO0E7uaAIpp1xRKjr9iVJSVoimR17ifmNqeYcbHnBhEGMjMavXSKXHuf3LfUciCkKDnGwwGQ15TlOPb9a0FkQUPG68eQ6xKced5J5Fo9RBTbyJRouf3mdcU,8448,7980
4808,hKyRzTDv0GvTSEUMFTOBxRwr0gb3h9CJFVY50sbrPq7CfVcbjZXJFz9PXGbT2JN1ElO6qZWX1gvHUuMfEAUHl2DPWIhtQIyFdG73GfuJDARiD25n46O2yFPLi8kh1mHtrpnNwSYiPLElleMdN4zU35QX1wVI5NRb3i0XOr0mhpnnBokDwGU7wwzwZQWA6PmC3mrDnyOf,635,2189
4809,wNSnWMMSWz2UoGsE88V0pSDltY6hZ71z3jAldv4Jxo3xJj7lUjzQJNieKq37Qp2Y7DbFGHlNEMCAYPbKaUM0HlppAfaw273Iwe0GI2fM7mM7LhF5Osg5cCRVXvEkryVHT3O3YVCizA2fZsedZeiJa7qtNesWx4fJREoRTMg3p7FbJv6pQlKMQLqVNeq4nqu5fsNUDNJN,9655,6618
4810,dd2OjbiCGMtS3FYTDyfmP9NJ6bilmCb7OlsMd95OWljiMMzI5uJVrVZdQsRI36ZDuvDSWMzE3RQnap7tlZq13GP3LP6urwVZLgxaIhvt4EbaFvDkvhgdQiJogKGHPFXH60c31glEo67ypyyZMV9JP1JnWJ38aoezrUeOTJsO6czTkV9rWr43GN1EqyhsmmoAcIHUUjFD,6273,7592
4811,MxB0CBJMmttksdcZifmAlUxz1cOoXxl1QVAED0vfiaA5R1Zn14AkbmJ29M8jxfzyI1TXcYWrtGbKT2i9DkwcwAanLIE01LsDlLwZhBLdiS0VL9iGo9gMsWCHaqMUTf0hXXjIFIbBZT4dJFcMj8M1pfUOJp91z0JCcT7xZaAfiexYci7UNAuVT811CU8aJjMiK2B0HowI,9632,6841
4812,TLs6wlroozGxsebGuFckW8RPOkhHMjNmXnoqJGiWse5WcWJgZB3qpXTU3crLEkbEldaFzu7ohF12D5x1aArLph6ATTxqYWSHC0v86EroDPJjgbR8o0vE3PZEgavf7QPKxtzMJz5WSDHaXWe2CyBilNOwbqbgSLrw98wwmEyz4Yv0H9rK63dIPqjjeCvdXZEHVVaYkrQ7,54,2017
4813,oMcYob9RkZsihSZMRjSUbeUoewiSjOnfICCWHGXUeGzpYxxH9YaqopuJ2x422qrVvMZePCELM80UpoPq9aTLy70dR3dULfbxZd3MYS16TPdqyZeNiO3cWfhyV6NWiu9rhC5LvDSqjX1idKo1ZQw7l9b36E0bFfXjQwIveSce6M28n8VLRV7S7BFilCOqM0kDASSqB2XG,8040,2823
4814,BYGcP7toJuiElOqkKbDvRFmz8VpoKZ70eqAqcJwR7iq0f5qEAas5DC95wQd4SEeuwsj5O9IApwxtZvTCplotqBxcqE4Lp283D5ExWv0ARrQQOPgB6aPqZuEu5HOKF7Vxx4qdrgq4vob8vgObh3OPmRdT1T2Ogq4UWdcTjDTatV5vSF9Y3xmMtGKfbWlYobXEtHlSD41e,5724,8073
4815,fRVrAwUdVsDskQS72Mb5vR70CKdqU85Im5k2JuWzDKGoBAhV9GBpCnCNUfozTnIXx5GppZxI0m1kLTzCnIrO6QG82XioFggaCt1G41pjT3yZwbBBpmMK64agyHwS1IDTGbicbtHvcH5DbqMbVh9cUVeISURxFXsK0fSU3ij6easy8WEI4V6TJk9v6aJGbUqFYuM6Y2hx,9711,530
4816,74mpJ5QJ3taYBPfhYdYceKtmaOKHtCxJVFnFIQQO0Sb6oAs6b1dEYfixKAP5vIZ15RD5maYHMKmLsw7ZfNq2ituzgz4IBVcr3kAX6xUAcW1N3XEYCzZicgSMhNYwfQG0s4SIvkds3paM2g6JvgFL63OWRy0tYheMQAf8E5mcWrpxGGTAQOB9K44yp607utUVKN51B8Fz,8993,6289
4817,zOObQLezcJffBVGqSIEpsmXTm2Kc8SJLFhFpjOqpc4RK0pLkvUp7vO4M15yXAC1K9UZdPaHEbZMxVMd7qjrnmLa1m3ynZTpaDGKfPsUVNlfVBH1pc0qaVNix3h0WldpIuwuOB7r8PVaAqE0fBJLimOFziWls18tu6WlOXmnfJrL9xhHzrVUcSGffr4qoV9HRmpETclIZ,5111,6720
4818,Z5CGBAPwAgnQcz1Ghc69JJk4WHdyXGM57mrkdl2pZj9lnWNOcWDqdgfQVIt3haZ4TrTzIQn6jQjkK8QA4OWACgcaGbOU19I8KES6CXGLtHGM75FW1t9SEY1wP3srBSEkHkaFqU7gILR4ZPdLV2dI9z4vMfrJpYJbDgEWeApgvcJ2H7W9ZgVJy5kSqo3Kny1uC013LHrV,1995,9485
4819,XgqCoPJrtIC9mI5wp0Hf37lZ0QFdySzA71hDmo9nB5EtrCNt7Yb1OrDa5QLXJq3bSCCvk1KB0de722sxDWfZ18wQyHIVcldUCnaoAcIFNZAuMGhDhXUxKdjTQw6dtyjO9J5PbDxlNaLb7BDrjFxERqJiDHYNfpWZ0wuDKSmektjuSIVOtO3nAe6T9XLUokFhDwlLQ9hQ,4717,3224
4820,eiGZQ5vKeQwsYVzbExGRz9nCqfgK7trmKqAYNjGQieFzvVYPWz5tKLee4DsuYlMuiJhrVaNeq0tU4yRUGQxIy8c9MfdJ1W27SVQlyr45laCTcKkGwXoHxD6jqiez7EnU7vCjhpgZW2hX6IhB5WWdsvKOZq4QMF8gxrWqIBjH1Pv4ginhAd3krJmMkxK0uQMQ4AkOw034,8050,2437
4821,mc9Qr0DXPtLXyoFJFU1sXkCe9g8ZvKj9wcgJNUFTxXAdEhL5JnvjDF1CaeQL2olFJMlVH56uOi49jjacUCPHZA6qletsE4aJv5T25zyNrAUeL2c0Ex00YeqIP4umMOpTHvOoQihfNCaYpbfsC2nRDjvROKmBELAdUAXZnykgQVmVERdyYBkTkYQiA7ZF5faBB7EpEFFO,2953,1131
