ID,name,quantity,date_from,date_to,scrapped,is_material,note,Branch
7014,dEZSksRC4pFb7DB,1,28/07/2003,01/02/2005,FALSE,FALSE,SK3cqkdgqPCyVllojRazUYILdzBaaIckrcSiYjOFm5Rx9LSSS4GuE2f3Br91jDGhxbH2SCPACVMZHVMRgsHfBrgy7ZhrjXfizt9hDa9PpGrtqGvpesU05kfF5S43fhapznjXVoNGt205,411552
7015,AwI1n1M1DonPN3l,230,28/04/2000,04/05/2005,FALSE,FALSE,YUzeNHDtjFJJDQoUimKAUJbDclmItP82GUPhXXzhjfnyclbzFwHZtBLO2wBle59UGQDsBH7Kwnaygnk0JxC7HiJEJAokWOCogTrMity8y7nFlWsPLLbr3CMhG8jAcWyilwSM5YSa9DIK,274636
7016,5DdwSZZKwUvdHJF,172,25/01/2003,16/12/2015,FALSE,FALSE,fTw2Asz3BmCfwrD7nvQAzFvTsRLhqB0josxFmSwm5jFhCDWGcefTOyOahdKtgRNAvd1E47VV9nEPAOQo4FFMfhV0dWiIHCFoWEvjMSLfJKUkt8aTNfzbMAeOHBkhZMN6ia35cqcm3kDV,139327
7017,MuHf6P5mNncVkhb,55,23/06/2002,04/05/2012,FALSE,FALSE,f0gDNim7JBW4FkJRlt47hU5PQ4PdGYzsyabYYiAF0YafERmD6pVoHUhK5RwSSI0uMoFoJv2CtyHI4ZK9RMhbCLld2RdGwrxsipTaL73LwS4TNYPfGwAFkYsADmv1RwQBBYkOFuyTSWot,425852
7018,QRPeB8A9qrHJ7TX,168,24/09/2002,28/01/2004,FALSE,FALSE,BZW8qwOu8uvWRzTwRUTRaQwXPHQcorW9aqAinB953Z9ilL4MkOvj8hXun9sjfvFRXv6lzvIPUYXBRNvENE1a5xB2SP4oTaZHUsL0PTWzFfOkKWdZOoVb4oVjuDSk0e649PrjC4y3sCUZ,746807
7019,jbs6vfapF7NpWlG,61,20/06/2001,16/02/2013,FALSE,FALSE,4WTzcs2U59SUVyUDRyBCCMaxl26Cs0PzyR1IGznPVUamx1q6oiRfj1mr6fNjwzlFucgD6L7cLvqrvyAuM9XKiuP6pKMllDdgtV1UVm9ckzTyL55IfdXwbag9MkYw9V1ISK8Z6pZj94jt,562464
7020,bbvtPEFHpqESz1H,226,27/09/2003,12/03/2004,FALSE,FALSE,fLzExwh1xivzoh5QtcmGpkEhoVwbUuQ6vwt2PC23hbCTW5jqh8Or33R4HSacAFgCSyE2xDArksjOivLtwF3WgiD1fyv7lZ3b59Ai1r3e8hGKUCWWHrp5MJgtuMW8SCFKyHTium1FMYY8,543724
7021,c2hccZ04u8PvdRx,195,20/05/2000,17/02/2014,FALSE,FALSE,ylezktxvhR1p4g3MKa02iFdzNvQMcgggUunxWEJPc95A58aZTsQffUKtIplzclTAuUUJ2F0GRlajJd3OU12uQBBAj4prcUw1q5PkoQhO2KN33kjpvWeksiutTTk7aIn7yj3ONSkEUo1F,71601
7022,xHG8VA5GzMIHKfR,99,07/11/2003,17/04/2017,FALSE,FALSE,VbdwZQErp6LMlmaNhHmavDrAQYu0HhgCwR9icTZ5EZfjGHE7XgAJd45RtcfAfNjHZJaTm1vNrqWWiI4IUxclgXi1Vry9xZZ0zXJ6rvUguxbwijtliXqsv8lCkj84CvZSQggK97bjc60t,493488
7023,5wTv8NbasrE1wGW,40,16/01/2002,24/01/2006,FALSE,FALSE,ilk6HQzH2GyPM6yU8kjbpY2lTwCc1UxPRtZm0ekaPt39h2kdopZi6kXJs9mVOWQhTi7dhMde9IM5e3DaMjyL5OTrVP311PM2cWq95G5bL4ixYboz5MIpiEmEPQIRTlnu6TcINEfFnW9A,603720
7024,qfS3kD6oGgUXult,196,09/04/2002,23/04/2007,FALSE,FALSE,gm0qDCLFlYt7OqQp8nZ8FYlU0H8OZt1oN4EaF7DeISIMAqt714SKbG3IBf06D7p2gFuUmzjAk40wPYUKXBWfaqNHA5ZjHHbLnQp46ZUCURkgQH2mKpjBkKb02mTrZA3ddoI9saN7qUKI,475954
7025,Gq12CxYbiZkdyzC,97,27/09/2000,27/08/2014,FALSE,FALSE,33uclVQ9StLvbomlb4DDpL2X31Dr0u8nP3J4o96EUefG1io89t7M9hTsAXjtSiJivhghfs7c88tLqwgVNErHxwnrka3QaMwvU6UTBHdRvfOAyIBN1OgN0Cv93z6EyqCvM70tbMTGlaVS,234542
7026,hm2cZqZLqi4SLVa,61,05/08/2002,21/10/2012,FALSE,FALSE,Svo4amaqcbQ6epIQ0FnDhhGvG5M7QzFyCKG4uRP5emt4JQqtUynWKxuup3xfacZnWc3TiNfizri5yMm0PdncMsnOaWP1dufBMFirWWKGSEhcOy5dQ7P6z7bnyp3M8oEFMhttn4d2SgKH,934279
7027,LL9mawlgeiLOo42,208,21/11/2002,04/05/2008,FALSE,FALSE,MzVdWoSxTcnpQwMDiknVeEtCwZUXgIt4SgN6PDH43bVbPBML6kb0nVkIFTq7T4RLssXuiPxfcscDtSxvNJb5q2R66F15WKl8JKsgocnrx6X43hYxg5uJdWe0baxdX1ISGe3jjRHvgtHu,122748
7028,fWDZqEZbabexq2E,69,23/03/2003,08/02/2008,FALSE,FALSE,zNPy9ntOtUEWYwTcr1pAF3rM2GWaM6Zjpv00Knbyuj6hA2PXAdGNIYh6gC52RTBw5fqm5cRDa0Pg6JMA18at0MaQO4UHrjgbiJmfLmchLCxRJB9W04BS3S6tEZYBHJW1Ty8xhrzOg2hx,705372
7029,ZIHN48RxhNhQM3a,229,26/08/2003,07/05/2015,FALSE,FALSE,MzJFwwAuJU5SLHJ2iTGQskoQEAFcgGdLwKrJHsubggDjfdCTQJHm1EUlK3AwqiNC0ufBZ9u0iotMhEuk7wMX90TrzF8Or8u8SAsv7B4QYRENVIEGIZy4W0DAbxLTBgJk4u3hW9m6258s,104947
7030,wFWrB2GRJ0mb6sT,52,17/03/2002,17/05/2016,FALSE,FALSE,gtIw2Ba1VNVaeRIa1aDIckoqcHRpHkSwwcfI7eRyLjle8tUSGbQDPbw6FcUuuvuv4ioBwAcWJP629Jrsw9ipTPhUqiCfKgEaz0kZFSgG933Ae376ul8vMFbpBUVN76MnKgDIiRndcbqa,655620
7031,VgzxlGuihTNtY4Y,228,15/02/2002,01/07/2014,FALSE,FALSE,yXd8eSuZBTeehm0MoF1STuo32fKSntFr16xsRjDAdUXk3QaqS0CK7pgEtjG8HcvSOwnlyH4EC1z8WD9lFe9xq4uLZt9rdE2AjFWHnz1L58IG0irpke3nd7lTCbLFHMl78yZQr28Qmy1r,303047
7032,wnV1BUH8LPhldCE,56,28/03/2003,11/04/2004,FALSE,FALSE,a8sgmApG4hYGTDxFmwsQxxoxwm0uITlfTskVZbiO2fjepFTsPovYZvVnU4t9K47k62wlccpKNeXSOJIrSHeeiMGiX7BfriD8h8iwSsPx8kL5XDZKwCrCZcBuwNOfaKcoaZuPlVYk2rf8,826339
7033,BKLTi0tp1BiF6xA,27,23/09/2001,19/10/2004,FALSE,FALSE,JjanGKs7DtlC47kaxxZ0pSxVTGHVr1fqNBYRSCu00H3EYDjxwXUtFHn1vFUADXPLO5y3iSIvCi9hZs6PgUiUhwkFXhfMruxd2r0cOqOdOiqgIGbDJFdsy5ocUtfBx6DRvfor2dB0FFF8,203008
7034,FE6RFcDmQEp7DYI,150,16/01/2002,16/03/2009,FALSE,FALSE,uLpEnmszpWQwN6V3bBr0rodVgp3axdpTT0URXimb7HXB1s7QUZDYDwtGrUh8tSCMq7cXlEf3YP3jQcexrnFXaRPhGOjDAosoFLU3PjoP3K9y3KzP0uQGMowZs5RWec2uhOeFHkiI8zeP,222738
7035,Sbn6ZTNQXlbaY5L,94,05/04/2001,16/06/2015,FALSE,FALSE,tHPLIHWKgGQSV7KPmW5wEqMYPzqEC8CK8QpM7EOeEP2y4A7UkLo3U2kC505SaSIhEFUER8RhHbrzyXeO2We0UJ0FpmQGJ5DwHUtyq2Cl4Gv3LvOiWraExRN5PPYosKYMY4rdnph9T36N,479343
7036,Y734Yrubf880Hyi,133,31/05/2001,06/12/2016,FALSE,FALSE,u4qJbv4U9hSVeQAZ7rZ51VyHGf5ANfzbn0oxESENEfIRQGAH1Tu1FUMYFjC504Hdr0rnmNVpnM1VNh0AexI3u7WSoPrfPIXJYokZYXfo8FO3c0LisCbCvNsteZ8Wg0Zezs7i7blHSe5p,490077
7037,tc0yEJwMrUYL504,297,26/06/2003,04/03/2014,FALSE,FALSE,mkQbTtRRDACiKSWDNxeTvnHhmtJWx99XF5cifvXkG31z2aO0vDc6kaH8dtykk5dEBodO0yhca3M2vRpLeTkuhDxoxdEw6xALZxyO7996g9frNONMEnFQUth80yaXtvfn2Bd7caOfUoOh,471002
7038,hGajP2sTru1pP0X,42,21/03/2000,14/04/2012,FALSE,FALSE,PtnYk6qfAauX1H1DM6IJxrmDF6rbdDoROx9IE4GyLKPZnvreUrR6qD7hHkSoOPC7vcJDHt8RzT7ncMaUPNGvvskKzbBembj6HSoKlnWltAGWFUF4J7ZBIQLD18NqsdpYuBfKiPtl0eCu,933688
7039,lOFfWGUoCix0GkT,189,01/07/2000,17/04/2016,FALSE,FALSE,5W4OxKoObbn3sTlIAVLOoD76GMKkwZ3lBqbuaZOXJmpIpurXSGUWbzJ1Y8IlADcBiC1B20skGxFCYzQWfwSpEgJMgjWcRnXFKnjn2pfbYtPnuHcirwFNuw6C2oeSeQTda91uPndzR1QU,409996
7040,QfcZHxuehJUXrhu,68,25/07/2000,23/11/2009,FALSE,FALSE,sTETQ53flvWMFLqfy5QodDs2PoF3I4eSrJZeqLROb2FwXBFBQnm17FvokLEl0AXrQEf5vMzmnCNl76eOjDmeRnVlXu3eHpXbeYfTfJPEy9N42KqoqzCxX2Znt3iBSUe8owHjbLsZxiqS,374062
7041,aasNEOxRmkEl81j,183,05/10/2000,14/07/2016,FALSE,FALSE,GNfHnAyMHNTKV7DhNVEsfljlGyiwNxLKmK7BSK9jPZ1oQaQRs6R3KYhfn3BzbC8TBJiK9COCWedFt5VpiRDRfS9OmbXYIKIMahmH2FRqrOgq4bwsiVQK9rxtJTiip04MWRoMTNwc9XjR,165028
7042,vTTKpozx38Mtt27,170,27/07/2002,24/09/2008,FALSE,FALSE,kZUixKlHg709X3AAGSXE5caQN5RWs6b9qXFPfOFyklM4GjJzA0NC6j1H8EV23PYkg1T9yuf2NjdUPfJovbV2sYDGg7Qa3N5VMmYPPKBQUUzXGh2d5qGb4g1HyMd0dE99nIHnH3YlaEhY,826183
7043,jpA9FxfMGdaqvQb,16,05/02/2003,05/11/2017,FALSE,FALSE,PVBSeBz8diILevqjx3Jra11cV4PSRCu6Cj0be4lclsSsT1MZGqi6jQ9Xej7kwhqaxLJ55OF3RrGsjIIdr0MkeyWwjc657BpEB14HsRe1lpo2KQxVad26UF58yWVcRJ5PBBqrOBvaWV9z,132072
7044,JelSolfdJtt665S,105,21/08/2000,06/06/2015,FALSE,FALSE,GHYrbk9GGzUuCxqobFSStvSsZeUvhGtocsidGwsJt00G8k3N2xRUh00VzqR7POi9FpSTPNipXIi34LtzkG2uyZGm2NoZev3fR0BSSj8pOl7ZS6an6cWJVyKpjpbCjJLmPCmEJagBHNgN,651128
7045,crU5wAcBYuKcpVt,188,27/09/2001,29/06/2017,FALSE,FALSE,Vef5VBHS7N1VgPjqJNe2JYxq32LHawHhEkaf6FDtCKsI2RlqgYQHpXK7qyCcz91KFUR5yDtDJvz9qpymRelCg92qZdzHDl3DShCh9q2dpN83iLQAAZLUYzoGbkfUNlAi2wqImRnkmHXT,161280
7046,B9IONyHoZiod36F,123,27/03/2000,02/04/2010,FALSE,FALSE,IYtwksQbVEcbRHYeVITHNPpLNaE2UGm8XtFaY2zzXBh2n72a0j1QrnQ2thiJoYHPceEhC8FdTduMrxiPhoBuOVRtcMq0TpL93SZI3UX2dX7N3EL59SlAXWAGNVF0ROJnSvSYXZWMQJR0,610165
7047,YEzYBu1BDLlgSS5,164,09/07/2002,20/03/2015,FALSE,FALSE,wij6ZuOFJsJfryhXIjGJwGEey6siCmFJrmOMRFobXbIkwCisD1Fty99pdFHcBpDhnAyEjUGD5pvV8dswY9fKgVUrmjtL7MZsXl7wNeJsuCyJNor9XUEBJ2ARpGcAl4FtPD7Xg6j30wae,350334
7048,hLe82tymHYifkpG,31,11/01/2000,03/07/2017,FALSE,FALSE,TdavKLXcguemeH1Gcl1ecw0zd1rpkhbRTQiQX17MLDE5mdhAQteeDpPgmlSSdr18SMTNjkslnoTYs4M9UqZ0D7NoBCnwjpsdLFmZKUbpB30YW0xrYS8wSB5V9pLh75B85zNnSxz9PuzK,730471
7049,HzRLO5YQq5LKJRa,152,02/06/2000,16/09/2004,FALSE,FALSE,JZld8hiLvOKX9SBhvRAoDeAWT0UBtSOWvjEgxwrYm8XDQIJmriFkc1jpZOJINgcc9xlaNft8jlBFG6GLqsUKNo339ZGimjKGf4EcgsYLyGA00dicI8beLRPU4rayYLWAb5jL2no8UIWG,965689
7050,nCDg1oZoHq4Opti,247,11/08/2002,21/09/2009,FALSE,FALSE,WjeUdKC5Jq1o47tvs2uAUgIFzquUtVnnIleE5Tof1TfDqKXmE1CHo4jzbZexZsLxCOgSco0YOPJBBFYoSIQ1Tg8OConfz0FJHrAcoEJaBn2ZuiyWA0eRbUegPRQxAUjXJ93TE6AN800p,919931
7051,nide0Rf8VyrxNeM,110,11/02/2001,14/11/2013,FALSE,FALSE,eRE0RSley2ryw7tzkCVRGGktnYnaJlJRszW9bIEfGTYleiCYp1ec5diYrUN2pKUNtZF6kuYb70Lxr8OEWPvSHqWPQ8RG5Mz58L2FcFx5dCeFRvqtGIfaZCGCD0pmdRgvAQygFJmQb0zE,45898
7052,LR7fRhAxqZf6E0C,183,25/04/2002,01/05/2013,FALSE,FALSE,Jo6gP8jNB0v3KU5RsFkv2bOHA0QYnicM6jI3DRab5tDAQsPzg3xnePErZzfYrLjcXj6kMBOboIzIYO1Rkb1uvyrqeaeOvCutKlmqvonfpV9Va5TK8NxQUyqj1PGvh9qmYG8xmKf5xWEa,355742
7053,zVQiHTQhOdZV4Dy,155,04/03/2003,20/12/2015,FALSE,FALSE,gixs1c8uQtg9hoOtIX5qn2iV9X5YZubY6lkuczWAbloTSgAMt6g9BnUn9bsegkVfSHC6EdQTA4PBOPDdWtocObXTR6uAG2d1QJBLdEIQpN9HXSZuYPHx52R0utpHsPMHaYvFO29SlYxA,569516
7054,cQ58hAm1vq5X1La,223,09/02/2003,08/10/2012,FALSE,FALSE,UggPyMgFQXexqksnUWudXNCbP3k1X9kj6cMeFl6dYSlx66saywqf5fIHdFA5mprRx40OXOhsaQEFlPeTLJClSEobTFAAlA1tlUACFeDkO7FobDfOkrucmG8sQZ5SOhHZZVdRPcNrGcXV,63319
7055,99APjvZ4QYGfVRv,202,09/05/2003,11/02/2004,FALSE,FALSE,O9IdDWKsnsRZptcINIAP867qhIVGqeTt4pUwQaNC6wrieQ3B3imhO0lSBc55BDCIZheAYp1w58SMOYLROTNH2wfDDCvyfSB3tiJ7v2nOr0mPhZDmQoqrz4QmBb7V4CRm7ZcpPOfWq9aB,510901
7056,JPgo9Ii1mTDySg5,98,04/10/2003,11/11/2006,FALSE,FALSE,XXCITA0eOcv5TWveaAnWnXsSLbYpvdK7YrlvgsSTMUDEJZm5iKI9ovSAot62mKtvSyhlu97rrUJTToIwzcHkUKTnYkGwwarBlSvV2AKiNbRTl9rAlKDJDIbHe3NK3K4RnIsB3w4yRiX3,928546
7057,3ABZ3GLmWi7c1n0,291,03/09/2002,30/05/2010,FALSE,FALSE,pHyPO1fuiOe2yQx9S4FKPKP56BR2VW3UiIN8WWIqcsSYWG8u2CNEkSAf12TNkmZLUKTpDym6wYsh11j0CgASIytQHsGeD4GzTHEMxTrDaRRMkdoATdKDlGCfaCiVrI22R2OtwXDtz621,245913
7058,hhpnDGLkuDOMFiv,225,10/01/2001,06/11/2016,FALSE,FALSE,4N6abNoNL83W4Rl7SHOnBoOlS8dlkcHn7YJ2OKTzj84j1Y0EuUGRpEOP9UHctDns1QZfHtsIyYECuot4HZ0PWz72J424C0GfVLsl9U7Am7cR9MeUkNUUMXWCTgWN0xF8Sjqj6I5xb0nY,73937
7059,Wp37ZiTzgvS8zqS,140,22/09/2000,13/02/2006,FALSE,FALSE,5YcRh2Wu7pnmYxSeQbgRstQzcyrqyg1qcbdK0i925O1Ap0j61UlDdJxLHnzsLp5ay7K7THnscnVd2PKmPvze4yNToSCNtRrQSbMrpmmtq3kzxTT1cMda0afAu0TBFZ9L6ELbDc6mIFxB,883813
7060,NXfU8KvgyQa15M7,247,15/10/2003,07/04/2011,FALSE,FALSE,2y9P0RunewXV8C4ocWpoTf1fHShbgGxdwLGWvQ79pOaZkeUiumcCOEzW6eIhuTGX83iw5h3LZp9EFc4n79q4ouOsWuaQIZPVHCaq5imMsQniEuQekejumLtNo0aLHnD9an6CBNsZWdMY,378652
7061,Hpnmd5qn0et6TMB,26,12/08/2002,13/10/2014,FALSE,FALSE,OdWwJYI9VG8NxsL6ZJ64AtyLmR5YGLdiLyPcT1qFk68GD2Us4IxeLhweoKJ2cu2JmaB9dsmid1TEvsIu7Nd8X8WoBuyJrym0Dydm0VOMgPBUOst5CZ4PQ4wnDX7t3d0oOdA6Og3m8RcH,55380
7062,7CZTA2GS3XjIBzi,143,15/10/2001,10/05/2009,FALSE,FALSE,wrffRQ8cpqB7nsBWiv0324Z8aOd9Zsk6plOLlxlGkpWIhgtxQp0lP0z1ShEDx9D6GERCd0vvJtTMiQb4epsu18rywW3DsiTlmaCcOrTa3FcfhmTCGKiIQTFIWdPH7sDkarkHO8qxVS0v,834319
7063,gLRKC07hALVTU3G,226,07/04/2000,22/11/2017,FALSE,FALSE,LxIevw7cTlLMFEGufjPWRwU25UJyosoGbI0DzCPYX0BS4iWHXahRzcuYdPjamJyk7Eu7NC5cU09bvC7W8BbNLXQ8YbjjdzvOCaVzyZ3UeE79dTnbSMclrkYjyviwdW9fFvYVrHiiHGsH,304193
7064,ZRfEyIQQXKgbBvB,14,09/05/2002,06/01/2007,FALSE,FALSE,SuKo3dl1RKhPd7UGtI4O7T6GfrAPkD8WxKgYFldr4kuldwWKgCUT9d79yEJLdWQNLKcTb6AIoNTWiVmsVzsispXTNhkBbSOiTgZSTDsjBMowJkacbb0nnsfgxJF3W9qW9uDB5UYRHJgf,501783
7065,AkJnGHjAbl5lB2f,51,25/03/2000,19/04/2011,FALSE,FALSE,ZhHCigeL9fM9cxPZp5Xzb9DyNTS5e9txuFrkc83FbZCWSKfB7n1WZjFZdSyONir9wZOWFo7qBSXB7qgDyQ80IXYKASGJJo13sCk25I6SpKUGMDcxvva7k01ZBDWxixhXbdT4FoHpUpL8,40438
7066,CR860SXYN3T2LL1,260,26/06/2003,13/07/2015,FALSE,FALSE,hrHoun5p3WtFZ6PZJJhJbs4wP3L4SUFmOMSlQtdQYMSyHwWMecdxGjTzxUZ0cAWiRH0NooJZqRuOaGpdh9Z00Sfp3dx5UmyY0thA5Ih0SEHzyEYrp5Tckfr9lLUL0NFDdWXrjpiYbjhw,181158
7067,Kq0yEGQYSVxUChZ,219,13/06/2003,25/05/2013,FALSE,FALSE,rIAX5BB84y4VfHu7qvHjDoBPyjGkcxHUYHX8QAXUwWHteYSOOHSSO2nCGujV4afGrk6YuwrqXxwrhSuaR2VUfyGgeU1fbBZV0AB4b4ecal4aF6fy9IECFLl2da3Z5LOWXb0hQ08WY333,682546
7068,4paizCgS7XPoZJa,7,09/09/2000,07/11/2007,FALSE,FALSE,8iJKroMRr7y9Vk2o5YALLIGZ7VTWogWmwd1eXIPsDXrLmBpdokbJBc30btMVU0nLlLN2tYRxIRIya5x5p0rDEMlUjBCo64YMufkaxxuPToBtTEZg5QpeIjGZk3SsVn0O36E5UWI2Fcua,741941
7069,L1AflgspO3DKZK0,272,28/11/2002,05/07/2013,FALSE,FALSE,eLiIxYqzqNt3xGy5LAA23fJgNWDiEnYAmeHVJgafXUs7GBs5Fulw0fG8BB4aUIvDysQS8dvojeeiwMZMoHdTBmKHXJTHm9KPjpIYuZ7l96MVAiLymrwNpbBMhI4zJnCkUP8HEBbOK1TE,802140
7070,azGz7ff4M7jIn61,185,06/07/2000,17/09/2012,FALSE,FALSE,EulPiCxH7vrCF1oHIXXp0dHJztCa7JyzVP3u4oo4wAqKJkZQxOvOnFskmbaz9XJx72qz73Ndsc30x7APTwmsXjLPhSIdOz5Y02NQ3jS3BSgKM2xpaKfMubZXqbSovuP2he94tuWtdtrF,319629
7071,DBCoecCDUsoZczj,133,24/07/2002,29/12/2013,FALSE,FALSE,35qyvtBtTTpZoKSrMiy0jc4K4czlaDaXUvlgVOi9mpIf4CmdzjzEy2TaBg4T3aTP3RE3ivW89zN4TYQ2zWv0OVjcbKfzUPGMW2mm7t5DM0E9oZHnPBdhocBhsmbXQhoutBiavo4GarnX,529061
7072,QjxCD1jSwih31E3,102,23/08/2002,16/05/2009,FALSE,FALSE,r1lHXG6ynQIzYUZ8V8Kdojqujx258K6TKLW97LYckENyvf3OXr1WFJMIL1hjNB0cUzpN7ZAKjr3kV28D4ohQTjNA9OyFnzOiOud60qQ7qrwXQmwS3dojejJuloNtl5gucUWkYCNOXjkm,659277
7073,wzuXbfMJKpEoltV,58,30/01/2003,21/06/2017,FALSE,FALSE,M30QaL58h7v40SFtWkxQr8prBv1Mzbu4yHPlV3tdJpEvjRmORBycHpiNOIPpUsJFN0GsCdXd0THB44HtJm5ymRxJjBXNnEJag8htL3LxnVlyhgTTBgfswUd5D7JBGKzwJqf5WXiPaIKR,375307
7074,q9lCrDMHiboLfmq,68,28/03/2002,07/02/2014,FALSE,FALSE,Y7n7QSoKMPDVHTC8sNsBTZurUePbqv0VtBTGiJRIABTWm2n0ofwm5zr8N5mwCMdaYsmG96Zj5jBSGXEc1YwL8OZ4TV2ngfGxh273Qh1sGNqVxY200K4naSbKTrwoDwCZdOvNZLMUhDEv,571176
7075,hEG4dCwWlcWOaxk,167,06/03/2002,20/11/2016,FALSE,FALSE,oap8jGWNqnOl1KAAqyB1hwmknkUYukRMgRylGXBVAAuKV72BoTdb0sG1yFU9v8cFWCEkWZ3Sxp1gCcOqrSubHzWxL6xBDBkChoyT2RpOaLoK1kzW0nRcNB8gpRZZl2OwFz8Xo5yZnfA6,613614
7076,KL6lHaKatHygqRn,180,07/07/2003,18/01/2008,FALSE,FALSE,cs5y2zrABVeUySKryC7AcqWRNhX2cASF39osPl1RHfo5JQE7c0HzICJvVolUcyhBDZbynccNLp37BbH7dZam2d7103Wk9gzS7n2uyPU9X4ocJMt3go1DY5Ijbk8tF1No0k9YjXINEbP8,800695
7077,yfsnJdEVov4CeSS,70,05/05/2003,31/03/2006,FALSE,FALSE,VUJgn97pKv62Ukmx2AEq74RE37dhtRy3JbyI5zAw6WTgWW5ARsy9g1OaDEmqfa626Cs3vd2D9RukkushBcPAczWSMXF0MURgaakTnCOx0vAPHnzTWEoCK5ZHqZrYYB0pANKJJZ39ObJr,826560
7078,yHLiiweIpOVeBdn,71,24/01/2003,30/01/2014,FALSE,FALSE,pJ6KpytvsSiNI0lhr9v1pIqvpoYBUvd3RF2mh7AamtSKEAMAyRNVcCxhdKfAara7zp6D789u9VO60frocXNDhHaPRUJWb9A5SVVZEICzRdWHx1q7d1hCdXZrPqwmznS9VTofKRjUVYvE,90736
7079,vSbaoM2kc7b45nK,117,03/11/2000,23/08/2004,FALSE,FALSE,LxLRNrFlU66OW8murhX1tjgHL85YH3Yg7NcZqTOQWSkrOJ9aX3dyZnclQEFOvqeahZRIfNEYSGfa8y3C8eAOakHUu1ImOAfpyJKy115KzEgSICmbKCQQqPA7R7XoEbKSlzmyoELHj0ZV,158743
7080,EzLsOqbLtO9iJNg,269,09/03/2002,27/07/2013,FALSE,FALSE,xxF1Jqz0o3cvpZY98iWzDpbhRnSvBb0H3Sb3WTkhKsfUEHy1rY6oUcWIWhkfYEyMCV2W8enp8ypVJGdJybDnfLwa6SgytEJF3TRsPc2MuQqgwA9PEar6AKr1ibZq7z63pkczzu3Wi03O,299078
7081,eQo5SRtSXNEslaK,242,11/07/2002,30/03/2011,FALSE,FALSE,JaTgUXKRdWSxeXqFnfcftOYkFUWl83rZcXJ0avCz4bIE2AiyizrRZqy4BtaABiTjp2VGOzp1dmlSGUrFwhDJMZ9viOzrUCyVHiZ9pbksKzywEgyrBVOdeKXP2jiAA7hbyPKi5saU7V8X,475849
7082,lNqBZHp9xV17LJG,27,18/08/2002,31/12/2012,FALSE,FALSE,QwT53fJLAnp2gk2RhndYMWvlUaXmwEOP1pJUWD4zrwLfbMX9z4utfaJ3BrkcIgY5ZaA0bi5dtnqaLPKHDYx2UfuagQTodbqLYPGAMhiR9Q91usrvhdZusgk3qkTLOQAS6fC5JJ5gzg2D,900294
7083,f2qyiiH9B6c2pMU,184,11/04/2000,15/06/2017,FALSE,FALSE,vmYh34MngYx3fmpJBQACKQ6zTSddKyy8bHw6scIBQOIygstuXjOb3MgepiOlbsdskzcXztaiH8w5IISljsGkjWEOlRQJNhkivZNrPV4nIpT5ZkWgQmBsl2INuNvicQVjXOJs4lVNycb4,619072
7084,DJzA5t3kf263RA6,10,14/08/2001,27/10/2007,FALSE,FALSE,nmoRy3JaOKkYvmsXuDfSPb4oTncRjjSmnjRHOTr8wcC0VnytcfkqB2LMsA7La21o18vMVlIaWhfwYDSqztyE9mkuXFYOVgh4lX8X2lX1WJTdXYxosRVrDwpOXAyQM4F0AlLAF5yNV6rz,197210
7085,SHX8RufEK00zsu9,259,08/09/2003,26/06/2014,FALSE,FALSE,wjxcIVHEz5Qn08bYBqJuVSV56aORPvznlvfLslBftu3ysO6JNDDxUB1eO1gsHzzEGnBEdQqaooBlZgNsdEEMsCTj3A71ETX45zsEM2p6XnIp9QErnyPCunVDUbLcTyVVQHpkyIflZIyF,940156
7086,3njn5PNQDVJSdou,226,23/05/2002,08/11/2016,FALSE,FALSE,e2fSonmyQKq2igDkER47XGJYu4MePwGOrCbXs7ZshdMeD2Iqj7Nfe5NXsGitbHidDcKfFq2G2MZ34pU1vf5RjkuwzDolZpRa5salsnk3FHnRfTdDwq85LQ4drYqCCQrM498LOtJI4CMc,436450
7087,7cQfjkzsrWOoy73,94,30/03/2003,05/05/2006,FALSE,FALSE,RyCgzAJEcgOHKcba8eivTXRz0LWLWCgGvKRwwL2VEkVboLwFZYb6xtB4gNqnn8ra9IW9LpowmMrtB0KoZRw8kjSBJXPjfOsG25bgyw4tupUkCR2qCBOWLtza0V0xaERXek1GZo0mWCN5,120787
7088,Or81eigdAV4IFAq,143,20/02/2001,12/11/2008,FALSE,FALSE,wRXLl9Jg4LIW9T1hxXJptAY8WqQshhSlgasRJRYVvlLyhH7xcHki6wrv2Zz4ta8X3gzikjYg8y4HzjaPtcQZ6tput6YucdlUnx5ARYM3tDkI1k6S8kLRKjaJ1EzoKoEeMjdBoZ7UQXq3,360103
7089,Jg2I9Fw2SUKEWvJ,64,13/07/2002,01/09/2017,FALSE,FALSE,4oin1Bx2hAULqpF2MM2YZo3Quusol3EkkBEbNPaTXLzuyB22nNx2D3qPvR2HSIRn6tlpkno7wjBOzIbs10BXGLhrUyq6WTAO3MyEZNR9j0Ge1cam0KPcG3huM3Uv7rkcixUnUWSoiCyQ,192615
7090,FCz2XDGMEiH9pD2,155,25/05/2002,12/11/2012,FALSE,FALSE,xSd1l3EFQpKEcY3lYYApV7QewuCA7AbGvukvnVcoD4YXrbbHHP0O5ZwzB8E01DHQODTrxI8D5Wlaj3wVT43rKMLW7uuoQmwAwHJoItT9RwTixWQHLsh6JZGB26tDXTwTjknbtIMjl3aX,778620
