ID,result,revision_date,branch,author
6184,1Fe1xx9tYQRAMJyjEco4qF4VnEAmtMADCFl29bYUVc6SWUL9NLFPPcdvKINswW9LQN8Hi6jmETjNIm9T3AYiHuyjlzr0Nph8cvCIWDaRlcL63QmiJ4zw8bEfZYgtPsYYvkuXj06zjH6o,2009-08-22,4084,6587
6185,MJrTzvABqgt8hrB3DwKTgP8T7AM0eZ5hrLgFBFiAjsrCH8S2FDlxqWy7KYVzjKhQlLQVK618NKtxi5L9rUuayI1VXj5musaZLab5s6rJLnjfnAZOMWIOZGccU58lAPNftUmHeQQumlOL,2014-04-24,4146,2449
6186,KqaXkLAE88kx8GJ6ZEvSYRu5FXmy2Q39NlaTy04hTiJfqdwfcRwfjZ736eSNjLMrFlkXqzIiJN90HOPmlGWkdYZxnhXThr8HVbaE3ZzmJNVVaHwrPqmczlOqLwtJbyAcP1epyKsMQtaQ,2013-02-22,5452,4565
6187,upE1EfSuNt2HpqKVM3GimG3E7aMGL7nIYMYwuJXujubERlgjiFDJ7z4ow94oTLiPFutdSYkDfW91oyxW4mhF4eLiSt9vOtbXLM8h2CQKfAokzCA7MiuqodVljKLjYzyw5mqczPe1VXk3,2011-03-13,9785,3815
6188,tCjq8uss0W7s1rvpL2pNVhI6E2UQ3bw9a40WQHxK38mcSvAom4s74g4L4mmGZcyYk8R61YZDFeTX5poS2qo8tzE4AocnfqubJN2TeDwNeo2ZMgPO8UNty0ov4W6M6wiYt2OswUxz4aeE,2005-09-22,9471,4175
6189,ZNoKdBnTiGZHGkQrGdpUSgcngYzXVkyPpdwtIX5sP5Jq5psUKw8d8XK2vAoEMP78SJcnxhjti7EXXvs1qfNjmVRRS47Ht0g97LYwMFgmMO4ASxf9SwYrCXW61KU2jbArbFZLX5ok8kWX,2009-04-28,6440,4816
6190,Y8z6cz6jyb4CuoCvOMjMYTlWIxsbB9flLzellDPmIzW5Am0UilIOqwGEWdyoGfiz6T14JaJL77Ei6qVf7Y3Z1R4YsZPIOlfnQh9qv5KHc6RtsiIqHSrrmJ8pZcMuLA6WbbSZqpuBOv64,2009-05-15,9288,2101
6191,RjB63yAGiURSta6b95RQPs9cipd1MDpOwBcm9AcnaL0WYbSxyf4E3Z4jjiXNUJ4epCgr8Ub9co0E1nDGXqCrJkVWG3CamOTQRVqW5kzdD5mPj0r5eR0oGNVFqJkERAWNUjxg6rLw1joO,2015-06-23,7078,4474
6192,MH5VYpKDAlpwAuLCiY49DL8xGDxhiHHjVU2KFAzpZtfVCZwGXlpjMxNBIIPV2mf2eFaq1A7hjOkUpnuqRqK7biXhH1C6vexwOm068FOWoH97M2VfXiDLchb6s2jA8BwFbxFCwysLbxST,2016-04-12,9601,8483
6193,fhiMalUqL4NGgOYnV4fYwTsi02toOHYShUeacjpzdZ01lmoNZp8o46bMy9Wi1qbEg5iLt7KvPp5Xc07NNgPjJtXl3SmdNH8x7wVpDcebeMZOADt8BIUVa14wh7SaVriHrIZqfSKvCxE6,2013-02-20,5616,5215
6194,jnbEwmWF1iHGKDGxnRg2nCct8jTnx8bYWc1rPdVFvTz6KDk8rRTDmsMhLsGNStS3GttsMYhK5bGUNgj48U5fpYwnQTghWHwCA5zaT2wStIHKm1UoIMO8xxOs6Gc22AxypETRqIkGinvg,2017-08-23,6965,7754
6195,91YK2yONrGeNZ4atUTfiiC89lIaKBrcUED2Blm50zFjkoXqnNCL6Gdz62ZjuYDM9nJIWBYIrXosddYVObw78gfNlO5IMDLcv2j6fOUly4djcuWdeDVSlGNdI5hIGQ5oML7k3bz9HKJEC,2005-01-26,2005,3031
6196,cnIs21ppGyjqMfi8zXQxwjDOVLa6JbLJqQomx5TUR5xnQT4plFNjfDF2k4XratfomZA515L3E6g1wZ7CQvVDOmomLvC3il3iZIA0S9yp4TfihNGK6UapXbaAvYuF2RUcC7bnYHtR6pJ4,2005-11-26,9694,4392
6197,p16OLNK7rAF4Osxm8DgjwdvzkJssSg2pTwaAVGQzxe5YBzCO2g5EjeLMGHnCebpLIZkbSwR2wqwShXxuGe0vlyGzlN4OdOUVyuQmPl5FPDS2s3osT25Al3kTTv0E1DYhWadxHLffjugh,2013-07-31,3812,1734
6198,iM4lTUt5J6Teu0OMougRa1kIXaa1XCxFoJfpIxOBqhnL1AusfT3vqzRrlwN232iHJN0lUjD0gfk2NZQWpsVDIBYz1yDWkVHy9gCoKJX6QDOLOYdLf1MLgf8HyAtggrPKXw2rXmMgUZxE,2007-04-06,2437,1343
6199,V11sJ6Reh4zJa1aixEybfvy2op0Hs4TlaQLo0hBbfYKcwCGd8OQtZJ7jD8EdFJwmlOtJqvsQCW6HkVFmjXIdnkLRTll2chVVmh1iT6wNgAqCM08r2b4sAS9ACc0EKzxfBkeCdhSmk57n,2012-06-03,5213,3245
6200,m39BnnVUi1f1GrCqMLAlV6NUJRHEVWF3XXcRzw1YPKemBbg33QatIcHqpp2VgQ8MvmdsPv0ZTmWKblTrvNLE5Wv4QvlK4g29LS1Z7ynIZAZfG6OEWKkSE3QY0icdJqfxuX8Ju3u7jDp5,2007-11-13,4143,962
6201,ghyt6k4SCciYVK9tfmvs7FUcansBOUbluI7l1v1JcqHRUVlZE6aUdFVbNWTT13ErB7oNNX1tvlPR8CHFBS6S4HHoxfXfciRjmaPXrYMqEqi10DcKOORj6vw4z9Zr9WRNUqpiwtXnGPOO,2005-03-20,4522,5564
6202,DMRNQsn0nVir8fqrYVhKY4Xe0ocqhhWjLqoxFD6lCy4bLqoljgzMsnUIywXmP6SF99fS03mVY6HkA6TJ91HBsJ0iVf8SqUVGgybLLVup3eywguI2dNmYyRX0J76U5UoEkAELeH8oGcHO,2008-05-28,2696,495
6203,XFyds7ROblCOZZtjzuLfq6XWP8RWJIfE5V7zfKWntzt3EtPrsiYk2g4bscNtp4FSF7SDc3EoYhw1MeRftkolu5MZagHC7m8ytbxGaLOydtMVtDOOKsAFQeiKv3m6wBrvi7HvqKEhW0HA,2010-03-21,3936,6930
6204,R32Ol3iP2nVhiRCcBaww6ch9nctaWhb5NQp2JdKpZ12Czg9Eyp9SD3ayV2lJJI3VMZUSmJSiQHWEjfKGdomriI1T00gR2AfR8h0ZMqboWaC6gVO0sepffMwDiAcwmBqPlFGCou3wM7UH,2008-03-23,7497,6632
6205,lqjXVAvwvw1MOpCUuxVbPMM7k3Si1o8nM7K6cS4kUUQ22rhh59XSjWPYdlxcsM4GyO9QeF2c3uG55TE3Vvn2RqD0swc0eb2HZKEorRCzH4ZzPUcJg4H6jCyILJismB7b19fvPaLDtxvW,2017-07-10,2827,5335
6206,USUkU6hXV6disUMF777Qyq4FtDNwRb17hKYUrXG5bIZT7mVZkpZTQUjnYO1RsvF4EfAi62Yk1CzqRkIGryLlChrNku5cfyMpCfObmwdrRzbNf2WyGuj4kd1hyx7L75EC0JovVqe5VeUM,2005-09-10,9670,1174
6207,YGWvPRFinrmyyRuWvZXWOkcaQojGJpbVGQw0jTwiEFInDpGDt8bqGUcyo6ekr9Y8QRsif3xcmyRJcyWkigWLNvOvx8MmyM1FqJXw7hh0L9DSCTVzj3CLnNvfC6vhrKna6McSbknA8fAN,2014-03-22,1336,1589
6208,mXD4JpcdY2tAwAJAWmV00DX9QBMHNhxGOR4THtRRu94j0mO8W91Ek2nj9DnHdUQ1EnweFz3mVEF1IyIoxOvNpsfVnVUDFJxatCeNzt2gGOtgxwaK59UOjCLVIb1te0gLQpIGT4yDWOHb,2011-08-06,5577,9703
6209,5KHGzj0q1IFY2ICQrhPIoU0BKQ2V5uWJ29yUsaWrybOKzaLNM1tbsaNlTG6jqfuHw6f2UrhRLiTMFpMuEpIEB5acwMBlewASrHY24S2eTbPKGBfn4LeBWqG1fDGHq6wZhAf8RT0wwnuj,2016-09-10,5977,5947
6210,rXqSR95AAhW0LvyXo0nGggWlVsPt5gLQsWaSPeHhEe7t69kAzX4zmPOKBF6juMEdWGHzVgHKsFBBjmoWHO3hmWndHQQJhhx1ZdXz1vpTQtGgNMlYakcgTh1AcosEP8mLSJmFPzeWikR2,2018-12-19,5738,4188
6211,p2s7FQi2mXWNDkESH5ODkfJlFF7sP8uWYxZWPpFBltc1cRT7g9vU2MUJsH19TzmnmAyPKrCbzNc0CRJxw9MPNadMdQoHxFrwGzPbdDwy6UeoudGa8DNTmXaMgmw4C5nufpuNCrUsNXT2,2016-10-17,7930,75
6212,KOJu1YJtYC40R2wBqtJEs3XQteGOEhQrKvuyv32GgAzAwdaUlRMLpXRR03BWS4p0vMpfI8Qw1ChsEWdPDvnwVFCxed722fymV8Pjy4MnBZUmzjMdZwTgR2fqK1BpAY4VO5XFH3aIjAv5,2017-12-31,7652,3110
6213,QdcGMRVcciZ63gmnf9X3LHWfVK6QHk5u3GYh5yI6k5nieePDXIauCFtJH6vCVEU2npCwHFrq1bSQdxB04339KLsxWPa8DFlgkv5zbc5Sat3lwdpT54IbKUsb7OZ1otnvzwps2MYb8kia,2014-06-27,5169,268
6214,kHCI7KVQDd2MCDnrGIvAx6btgqdkwRK0NgRhqexpaZpYULZ561UIVBGnpTmRqvdvTB9gvGBlVGjYRCZURhn47BeMan1W2f8p53ESL2J0zsxPcrWn3RAIIjyShxGIOoszH3cX8HIYYwEO,2008-02-06,7659,3968
6215,ROclfzhWFvuYwBmLA7IiO8owIluVejESDY09LHURWGSMWumXK3OQGLdTjqd3FL1frcUXKm93m0LIpcaX9WLlVyL14hZfnbMLOwf4ZONh3VnQAVnHQF4s9QK2RcdmMePLn9326f8uJorA,2014-02-15,458,3240
6216,4SOhhdM8mnm6vkVZFcmAbuLuHJjVjKqWl3s4PrnKx4QT3B9iSS4tS1HJGeaY30Zc6QV12aJYycMge11FKACRP7EtvixvRPQ7fxWmqHq2Ig5zolpPnUN3yHN9MlGTnXGiLPAqeOZCUKIs,2011-05-19,6931,962
6217,3iI6BXIYkXaEBXPuZWoZk8uY5Lin9e77g5ZEPKgyGmGHyUB65XTpkpk4yuA0yeYFZdiF7KfOz0S72mklJmsmLSX0VfQfKq9lOAsVv58u1EzuXmBLJYqMww4HFruc3AEJ0qt24PzOn7uG,2016-10-11,8121,8281
6218,dFVv9xzbFlPDLg11Aq4q3JQ4jciyBxocOB9yoSKC1RwT9vDHG2GvsxzTyaMgPBaR6wzJgCNrg1zlW74xZbrJr2tbLq9NGnxz1fWN63lDpZP17N60gZHyTQkDCX70C9l3E9u1lr0f0ndS,2013-06-12,5346,3027
6219,tJrqg9fk4SKi6uAqxWx8dFPyjl8qxSaK49H3R4WEdJ6SgRjFmxeREfen33H4Bzxm2Ao6nHY29seTJ6RRB2D9xJFYfdAYxbDoWTagnncfYlSWBKe6l03Iwxyt4QbJGAFhp07zgvoYahlM,2016-09-28,9565,5161
6220,9Dx7i51ifrlWMSYXgurLNoazLerOMm2L3GKDNH8u8YUyJRMHINpGCLHUm7vENmW2zadFIVKZw7MyUmq4SkG87wJr9zaQW3hVCb9sxG9xDQTF8S9AQ1wngX5DRwGT43C2Z1w3n7GLkT4q,2018-03-29,8102,2832
6221,za9fH4yof5bB9q2JNbpHgGXTukCNdOlNDZde4hufCHXrfFL4avdBYlKsCquh1lLQUO8jMYPpqJEYspxpYIwrvjybPubOwNob5HXRGmrCfxVPhvAX2FItzdeuZgUc6B3cenclSfiwatM8,2014-03-15,3827,5624
6222,uEVqF4mcmm1jSPFe43u3SYEWhWSFRgg0mzr2qMXjBA9qn8eLnrDVyAMV98JsmgKFFB7chMysfK2RZYti1HbjdLBlnW3rCo7ez3kmBBna3VznI45lPk1eFkm49VzLTGp1MXbgxGh0eAqH,2016-07-25,142,2284
6223,aSccxcZORqmpMcHwq7budZxICAAF4eil2HuBnMEu8MOHe1nC33bY6sPBfUZwcUUwHBxErGJd2rvQKpoLX8LADJoJ2tfTwSRo2b9dDiUwu7fP780zqOZdITt7WoM8kzqkZGXspLHynZQF,2015-09-19,757,2805
6224,2qni3xgisBGYWWM4Q500lIJfGkzsDnT7dTG4MIrljyAnEtbRNVytiUSugHcS8yfEsJ5DQSsINPRwHgaWJifszkZIAVXEpYnvT554yYB5nqfTDgmArFJZSxPHuwC44ncylfcMkgiugkEI,2005-10-30,7862,8572
6225,tXXkPNcgqxKBWHA9NqriDaaLgY3ssGCorhKhP2jYC6fwVhXZjF5YYgaT7MD0UuyjvfTz6duUHSfH4nz9BdJmKoPLG0kDzsDSH5BzNicGVlQFBTYTXDz1lLYGQIsF3qeZPM98l9wcACRj,2010-12-18,6667,1276
6226,bQpw2Mr6g4jF0XMoG10yTarXRX0i3zsG75nmAsgCfCcrZqmn0ndgTVdBiSefWJDrLdH4tknYUyTQ7A7lvMsQWMxlcmDsNBpV9uf6ir4P9ELeCMDiU3tJbxV9qfcGg4KTI7RNfBCEScQR,2010-09-14,7842,4539
6227,ifXTRg4MZfQCOxtE42VF40CT1p19gE8X6MiBh0BmCFx9u9zesLWI7dUrcEclo5pVg3FBOshD0sCzDCj1zWQVr0Zd21icYa7HZcd14yPAnTSOafoZelvSpUoqdmJXJFpZu5aljs7BGPsY,2018-03-15,7835,7750
6228,NI7wopbFxxXRo21in2eeEC0wouLZlQHSkwJAH2vEeUxwUpWOYJuqqhSKSKI4eBdhpEr2s0buGZAtPEc8X7BcfbmCe9s6u0kc1PGQ8efhs9jRgi4NsJhgABCOcoYtHe9Pyi2A8MA3cetf,2016-11-20,7094,4286
6229,EeNlTDb0M1xUFvZO9Td8q4PgJnEgSgXIIdomRY6uGCxGYqxqEffh0hPKPrcq85hqepLmHx6lXs1nGJIczYbwAzRlNdXj5QvLeHmseLiRi4JHplEGi90kevqoYkYnZXpH7qJ9hZ8ozKOG,2005-03-03,1480,9730
6230,ZRB6ZLqta7U4w51LOBK9bEiJBMuTgj7PowNIVtsw9aijFD14SD1o85KUs25NaXM09EPArtzfTY9Bg9D7V0AdsTQtl2ZdxeVmOrjAy0MjNVVk5Jyty72kWsIqygZyUVryCXwyZCJeobPW,2016-06-28,6261,1014
6231,Epp0mvPgj3MRaXP2oghiXAUvyX55cvtIt7uoq1LRIQPg01DQMXsaIPEEV3BPzTDxKEidmlMwVPZGuy57TptEDS9e2qSw06byNbWwSkolL5F2z8Th7D5Kk8u1EEk6SZ6Yyk3TcJosBI3H,2012-06-05,9619,3604
6232,WvzwBRNOrerOArSw9rEOEAFyZMIcFmo8ZpjhkKXgXpm7bZsTzHIfBa0WpAWyIvIE0tzUIvLzUi1ZXHW9ezn8eI69zM1jxiXmgiHskXLE5TLdia8hnXUTHKjrw0f53lBvKP3zAoZGoiCL,2011-03-23,7686,8
6233,NT5aOEeV8Z5u2PLTRZTTgIh98NoiIXuTZGsjqlhFvi1ksoOZXs4hKH2Ew6cBZ5MlpmUwhlnq2Ni8R7RT9PLZdNISNnxtJgpzVQ5FTc1wFNo6j3wyoICKuxHbdCi3y3gWisnBCLAgXYUP,2018-09-29,1472,2975
6234,08FAefFiIdlQ487LqRY1QvwcIfwVc12RTNDzyg2CmF3jktmZaJiRx1DFLm28suFQkU7q4HWKYVOL2N2Y3W4TTlebJ8oMn4T29m8Qw5fSwX2bn2N8tdFWzw78zfg6dKheCWLPOmm71lg5,2006-02-03,5158,6912
6235,vpcJy7CNo9aQZiyl0XZQr7tH1IeOPCQxqPLysYqET7kOLVhSw5FUmhjx5USpcy8mtmkKXA3crV6tWf5fkMbT65KIpX2YFAmf98fjvX5vCnnRlzbaYxFQXopxbbeAIeWqsbtY9WtNRpRT,2016-02-05,5730,8309
6236,5b9S5WIVSrHU34nhQ6iJGCaCE19rWWfi3oEqfDvWTYGSPYUWCuCVUXt3A7ODXa86LibO06CNKM0r6IwphmpmTJOf4Lqhzr92aKHr7FgFrzLIhC62KiguvVmBT5UoQeXdM8QwAFsbGj4d,2009-05-29,8605,2628
6237,OxWQKPGFhFXBv1zNcr5iwK1F0FoMaICN7cacHGS72KO5srpOtrBQLZFE5RaFk3pYCJETaXGVZ7ql56XJZZcsGvChWWgzqMW8fz2inWyWkq1NteI94RqLb6SQHg7E1QoNkrFFDzgDlGIZ,2016-11-17,4136,5428
6238,Ng5ZgLhjhlaGZtfUBomCZC5FvmkUy2VSsF0UUPqZKfhbYZo1lxYQMvcKl0o3kMvpQHXT2K9v7M23fdqV8stAeFG7mpselxy7u2LQBU8aymT93jpIJS42duLKBarMcfKJX4ImRaTotTM1,2005-11-03,9610,8190
6239,AkUT26e9qBOkmv8ScJm8bC0t8PIKiTZ5XoM1L0RbaI5QLsC8V3ZmeEl7ukUmyUaXlTN7jGHl2KiSGjiQNJyp3wbSDPHkgomGsio2fEZOvyuTgT0KBEYofvdz153T9gENhbki5quJuk3F,2011-03-14,3076,3919
6240,Y6jcP8l6EzAkKFPOthvEtSPVTP341YxtJJ5C7m7j0ndGpK8pUoVfWrBGrOJ9EqEqBRaBKNQHjLNFyIpIROkMCSWbIzUtd7fKixEYt7fHYO5Le5RjiAs0G1nt593V2holqDgBERYUtcyy,2014-11-21,7218,1729
6241,hvKcPoEqKVduEKO0jUeaZQeRlYHnDyWtCrxHWLVB901txoPiN8PBqgxRQ201hanV8tsXWHeX8cbjZvd7IiaEjUDf4g1dVeejMfvE62MGd1DOFN1eY2t99iwnqMdzPACe82W3AZBPVTls,2005-03-03,7752,3338
6242,oWEcvejntHYtZX1cyiPM17d91dnq7DV1wwK26ktdTtK2BSz8cI4tjNyr2EkR02ppwg6mM8gNzv3Hxl8jopNzJlRj8d919bnaDeGeVMwemq4xTr3RGBnLp0fKPXos8oOXIdDSfeNb3tNd,2005-07-27,8614,9761
6243,jsu7ybuM95P7hDf7bhp0nlwmyLS5nCdvIYJQ3Qiqs0TjPP3zOPBKyZn85IJnJzj6bdzJ4PDL88HwSNXjRcqXAT7tuLUvH5h2RWHvZu59M0LzR0psukVqIL6IgGYs4RDDaOe5FmJhgrLJ,2017-10-23,8481,1985
6244,fmAhj1uGa9OTVME5wIZDVunIayJaAwBZpeNRQgdjeYfGX0LUnQX9rXiv91GvrTFo7zn09woPo0j7OgvkmzxuYBrR6cSYar1KT1IhMUV0lHU1ykgcGfI2fVP5IV4gePz78YoXYOYRe7IR,2005-07-27,5437,8698
6245,6zS4i8p7mMZ0ayWWRX3Z6IE1H1YiN7OS2iko65Y9tqvLyi1pkv9U6EYxvaxrkGuo8H81OraW93pQX2Dj9s7b73VxKw2fHqZn6GNrj9b3VnVDYHa3XOs1ISrEvKrby4PSeCUQpV99REGU,2009-10-09,3657,3017
6246,W9H37henZI6ZS9EaXCjVxJNCOskEMWgcupFyxVV6ir1gYjqR9p6gtDOMwFoP6ZbCmdon4QnCrmwGSqnpBTFga9tqa2CsrG9JQy454DWtC4zHRI3Fb9NnU4mmu8MBN5Vkmnzdvsu86Wef,2011-08-21,5298,6429
6247,86Qr2WzVLSK60UfHiOfnSaTsOOq7aGcJi5CRonrPyeSdiyHl0X65Gv9inhdop15E0BY5SOc5gPzyIzKaGFHDKgCw5dnHJDk7jNngZMTm4BZ16KaxWDhku14T9l9ykVvco2P4MnA4veII,2009-05-14,4554,2216
6248,D0uGgANrSThxMfCjP6ME5fksDmyPtwMywOvtkp6opim2GMrQci2K7vzhPBC3L78fGtB8uS9kAiZX3sm14iwK3C0BZNdjmCdrkGvWKtgJjRJZVbohYL9nKxmE3AjgzZ78Fsxw7QqLBnkl,2013-08-09,3993,8554
6249,j6KbDzgwerdJKAUJTLUno1kIexlhNALcVm63Pg5PMASQxgBBSaRqFBSsVB6PO8jefAyiDb4xQFbnjUV7wjPwsfXTTOhNkpANbxuwsd71geZAkoIBq8cotwwAneOz4qNlENMvjiPTmYPN,2014-03-03,3447,2131
6250,FfhlMWeoBuJNOI6zRy6WcXcHtJCUgi4QvjuYJlYrthuyYBEdbZ5QaXMrDZ2DUJHcz3coXhqqaOm5nntrEi3GmozXXCVttVXjZR8fjZG3tPzMuREZqK8vQAzLDERUL66F0CfVpOIoc9XX,2013-09-09,9048,5703
6251,86DiWlTYbxbeIvrwSuVsvstcCTTQncWacLWP2YsOtH42wngrRkEER4UPMlgCSCv8aAB7Yc34BG8oy1pYxm9CYSJh0HCR2q6qV5bvljSyqKCK5qbU6HPpDskH1eGQamBVKSS2a3wOTKVN,2011-07-29,3268,9399
6252,qrUubRnnVT4HcCYEIrAnXi4DUBW2WW1316ksSQ42ophG9ovRvRFi78wHwRaZ5vQ8cAPfbqv1xH8sBxDqPEGFRS53Kc5B0e73Zjo8YPzFfNv09DG9NuK0oKqJFWV9uuASJFTbJFRAOBjE,2013-08-07,2449,7306
6253,V6xGUHOO3f3C40UvMcq4upzIcKlnlmmAdOny648C0EinLPFYqy1EY9WqGpnJflmQ33iqMgySdnDpGL6NEN6xuhld17rRQyhOcRuSqZLK9jku6rj4sZFRpzgVREyPygCpFyNybohoCvxL,2006-04-17,8722,4341
6254,Xxj0tQjmvZAll6Wdh5pHdvdD2aO4BVXbgn2A7L5zPkDBo6DGYUoCLaqmUf8SBpkZBiE7DVfV9z23rbZ6WIfrrVPG7PqcNmyj9nAF1GCDySCVhx42FB62J3sqT8AyoDIWBS3EaUEQGc2Y,2011-01-30,6460,6174
6255,VyWLq5aG4Uw3GOYvJpUP30bv6qwrAUWZZ0c0q7qG2wJGhLJ1EHOnjTPfWlOAIsGk7XdQvhEM9OWHqVNvg4n3FtzFk7eFtp7KqiJKr3GgCCoV7IyAXdeOFMfOhYpyD9dTQMaHMDDmyG1D,2013-07-04,3566,6203
6256,IdsQLtEdD5mTORdDjUEvrqyUZ1Z8VbJDQNqjRNIhH7EQauYhnyeuZXuboX0TTGIlvjCAk3vVMhnumh4pd2Uh7Yn3dO53WzOAyce0rY6tCIh2t9zGdLzavlnX5JgV829XTm6KCD7F6lez,2013-11-30,3329,4298
6257,ZyaL9xONyH4i1kuKJKjGDpDZNueKGygK9C6KbxXgXsV5JZNV0UqqMDauuB8OSEGAluizoksVwDsUTIPxgITvH086lMZayINTmUTZ1YrQmV3JUFamvLsJuU3vwmNbKSgnzZs8y06IbDJw,2011-06-29,8189,8680
6258,vxpnaDiRbinOKPGUyPT5Xbx4OjsrLGy7ArqXm2Mw0agQNs8L7z7reqIT9uZ1V1GVtpNcjsr5ChE65grgkguVIHcUjWX2dVa9ULhieflOICo7lLYdD2RyGuMmN22MVycrGFmt9JCE4gNG,2005-04-03,7806,2872
6259,74zlEm2k95UlmY3Tk70gjpe30M3khFJrKePb91ndNCtDyabfm3geoMySZ5u1tRC4vmbIJbUtUXSh6aFauX8nioD7p6BDGvu69ySL8TWKjxKQ4RW90UHWTZWGjecNaRmimWiHH4baBxDu,2005-07-24,797,1602
6260,kBNvnXmjcLme1JuSLlnhtO153rVgVlmwaDmYD15Ot9o5S7i1Cvj2JfpVKR26CGN0j0DxgVOUqYxtj5n6IddkCtn4YQOw89MnvxWc3vVrhPMus5wOo6xjnny0MIZQHbVqMK7vjKCXHvCw,2016-07-02,1930,1216
6261,e9HBLm9I9gPuVEjG3fhh7Apd3ab1lCTT56wIUTfkLzwD5RBDM62BVpeeTnIvKIh7M5yYSbvkA6WINmilYYpoJR8QcSyqLuZDRz0AdmuuKSBZTWQrFgWwc2y57i6AnFYQhT0YviIvo5e0,2011-01-30,3697,7024
6262,BHkpXnkZB5C4qtHE4v1Ag25hXkHhX8oYm19gfs23sbW0fOF4xa5fr6jJLCSxfCBDQoRzuljL28RFfEBIeMt7CJrqRzUcaEYpZTk16QKM0tmsoenGAJSSTDAG6lh4QHvykmpMdKMOCgGS,2005-05-02,1266,9088
6263,MNbRwFWVSe4UsP6t8yIByam07DQw6rj8jusCpdCePT49P1gwkXUszA8vkkTszkYk46v8h3DewnwefnkGhdMjX0Ijv6bFJUpp4UETFhPqTz6MNdP7ANKVXzMDxLNlb8Vc7GjLiQAAOfPi,2016-02-29,2784,8962
6264,qeE6JURFHAf4TnPVeeOH4EZtMJH2joJ106573YSnzeEhvGqkQ4DasOXlFVtAMZfd1oDXsRbFLkSZA28GdgmpktIljT2ipSbZ8lpGCS28d8OI67lMXmhqw02HfbyYZ3a3J2aZM1DKnoLm,2011-04-06,6872,2134
6265,rpLCuunHsikkedijhU9EgMAfjWCIoPmfwNqusYJYPSqnQdqKFmFKBlEfopdXsedd5FyRxy1ILkzNfWOFq2DCKbdLILGC5vpuzNsKpZXRu69aw09RaXr0aaSdmmIlrzNa4EXSoEaRfvSN,2010-03-16,8730,1110
6266,LyliEzUZ4OiCQvj4tjgrdrmW6ZVoHEBjN1a2NpWEt8XZfYBtMXe2grydMOloepRzN8yZUqqENb8eUM1hXlcukIDgC7q9DrkErhMgkmZfqapFtTJ9XDR2MhPE5RWXArAf03xwAU7vM7DK,2017-11-15,1721,2914
6267,xrlAZr2JSIkSPBe8ZJOzgW9CFfqOdFl8enjTGAGIAne1tpfKdEuTs7Mari44BoqNhmxmbL2ZDFz22HTaAfvZVSPhaJliFMHW7RUH13tRLUPnIUikPe3f2Q2OXQLSkUT18c4lxLiGwdNA,2017-09-27,5681,9857
6268,kBSlSldrZFtksar1AXopZ7xD5xtYC1Mv2ErjBrjW8NMrc7YVwW9o7trnOPqe2Foh38snsIzSyRqLuFl7YXlq1hxIXEVwBEe3joxdOvnogr0pCg2IosGfd7qWKjQoxCRtxxlGSHsnu7JK,2011-09-07,1546,5879
6269,LMIT89Zl8bSof81eaG2O4wzg9cvgyfoCdZck47uyXAH0yEIvFpukP16YXmTfO3xcwQLFfRjcVE14p9r5U9aIvExlcENSnPkdMoEi2CPyFROLACtX4YLOdorscjmbERyGeXrA5JCSumDd,2010-06-28,3159,6920
6270,UzXPDVAi7VFSZxuydIqnUtcvV2d0kN308MHO3jCIWICjDu272O9q57FlWm3L2K7tbOUNqf44FiQMq3rl9g8VNM5AGf2Rp1QMKTHyZpRWUFlWr34d5RLVLlfOTTHKmnOOREBXv2LUPmBI,2009-10-06,7597,560
6271,lZWXp4Aix3fGiGtq0WEm1grCF1GjkXnuA4iNR0iXDdk2XFvI2URPdqVErTSyyb8aQuGnhgZAyriY6zoAF7rPFXRTjef7iuileKmn9IkV5RbvH6I2pSs0utU2dwEDBbbDJ73wNBA7WVTx,2013-01-31,7735,7913
6272,WnSQCs1vzuJMDhUe0XmKDVpnRueYZg57lcqXILBbFI6d1x3yBz7j2AjA8p8ROcVTyLll06VoWLE4ZLvd1pWkiWFl3qZdMuNnxmopMS7FeTMr5pkw3eaiFuucG9sKg1cm8bGwhFRirRGP,2005-05-24,9125,1127
6273,FnjrTohC2LjMkxim0ksdixOyN11yoeTtUeF3RuSU4D4VgE83seYjoLpRYvecwtYX2z2GspUGRYje32RJ28FKFtEIyxegQ0hKpgdqM2LCJSRQlKXgdVjynNSIvtR4Ly0b0YzXZl7AwDAx,2008-10-16,1082,6745
6274,Z8C4QthbOU4clQ1VbzZNVAG2XjBjNeq8MnfNv5LG1XIEqeZgMoVmXTSY1Khrs7Oto6Q8vnkgoSW72CL3JfXiJDk2UGWlYeY3JYauObviEz8E7Vgz8nhMkpkkVXnoR9HK4cxdlbpsuzdT,2011-03-29,7476,554
6275,kgmu6LTdx0Y1xGQFryKehDNh8ycuLRf0bpDuWWNsJUpvCx5niYmQVabhTEwHsiRgUiZIDfsUkbVNXcfK3zMxpOfBNgbRkFAkCJaeYxjCpRq3ENJ1jlO3We1FCY4gEbtebuLOBAwFPJIX,2005-05-02,624,6498
6276,Wks91GOhRUbA3C8OhLcUC5ziyInNWdhab3KesunUgn6qjwMMK30XJm8auJLsdALyxAi92efxhHxY8J9C5aCcnJRy5ttii50fcI2iNNUpXC0CykclKJwC8sLottEIv7OlQS50QbysGXEk,2006-09-01,1944,57
